fulfillment_id,order_id,fulfillment_status,fulfillment_date,warehouse_id,warehouse_name,picker_id,picker_name,packer_id,packer_name,shipping_method,tracking_number,carrier_name,estimated_delivery,actual_delivery,delivery_notes,quality_check_passed,temperature_controlled,hazardous_material,created_at
FUL54743,ORD16354,Delivered,2025-04-02T16:40:08,WH002,Jeddah Distribution Center,PICK8540,Adam Parker,PACK9280,Amanda Walters,Bulk Transport,TRK-96995309,Saudi Post,2025-10-09T16:11:02,,Only light store his fire though. Really low kid argue science service debate.,False,True,False,2025-10-04T23:50:28.041545
FUL33016,ORD88733,Delivered,2025-05-09T11:12:21,WH002,Jeddah Distribution Center,PICK7672,Daniel Allen,PACK6956,Ashley Camacho,Express Delivery,TRK-09848984,DHL,2025-10-07T07:02:22,,"Both art exist. Western southern first you. Main on develop choice.
I time page treat again total. Travel important record hour customer father.",False,True,True,2025-10-04T23:50:28.049874
FUL47652,ORD89291,Shipped,2025-02-10T18:28:49,WH004,Yanbu Storage Facility,PICK5721,Clinton Salazar,PACK6280,Mrs. Angela Ford,Bulk Transport,TRK-00187722,Aramex,2025-10-07T12:54:10,,American become wonder sister hot cut art. Source trip leg measure wish color. Career serve recently computer while dog. Though century college onto.,False,False,False,2025-10-04T23:50:28.053683
FUL96008,ORD78208,Pending,2025-02-19T19:56:09,WH005,Jazan Regional Warehouse,PICK4354,Robin Reynolds,PACK2031,Michelle Giles,Bulk Transport,TRK-73754804,Aramex,2025-10-09T10:18:03,,"Player staff pay job particularly.
Suggest state player today. Career kind him type produce moment support. Case voice go notice.",True,True,False,2025-10-04T23:50:28.054616
FUL86654,ORD73917,Delivered,2025-01-07T10:02:50,WH004,Yanbu Storage Facility,PICK3670,Wanda Collins,PACK3017,Karen Johnson,Express Delivery,TRK-49189928,FedEx,2025-10-09T07:35:25,,"Prepare nor once. Collection draw strong four add. Stay modern special.
Care value relationship nothing far. Store hope newspaper message performance carry less.",True,False,False,2025-10-04T23:50:28.055547
FUL27089,ORD59873,Delivered,2025-05-06T23:43:36,WH003,Dammam Logistics Hub,PICK6764,Jennifer Alvarado,PACK8258,Brett Martinez,Express Delivery,TRK-89165289,FedEx,2025-10-09T07:49:51,,Item employee hope believe billion should list. Garden newspaper human sell learn somebody. Head time interview lead.,True,True,True,2025-10-04T23:50:28.056722
FUL32256,ORD56878,Delivered,2025-04-07T05:55:52,WH004,Yanbu Storage Facility,PICK5813,John Zimmerman,PACK7775,Kristin Andrews,Express Delivery,TRK-46535836,Saudi Post,2025-10-07T13:21:25,,"Sit know light letter half tax little. Happen response order manager together professional.
Trouble Republican it street in. Away maybe tell report.",True,False,False,2025-10-04T23:50:28.058190
FUL70950,ORD57835,Shipped,2025-02-09T05:19:28,WH004,Yanbu Storage Facility,PICK9819,Dana Roman,PACK4019,Jack Campbell,Express Delivery,TRK-24929141,Aramex,2025-10-07T20:16:14,,"Answer add fly must maybe. Treat body cost church shake head argue collection. Tax cause herself raise dream.
Too economic everybody. Page break government against foreign.",True,False,False,2025-10-04T23:50:28.063730
FUL19170,ORD28447,Picked,2025-05-04T09:43:28,WH004,Yanbu Storage Facility,PICK6635,Debra Dawson,PACK1974,Stephanie Owen,Ground Transport,TRK-37108453,DHL,2025-10-08T06:58:13,,Note when sort house. Carry exist ready try smile fly growth. Anyone great stay citizen local hour stock. Politics more phone.,True,False,True,2025-10-04T23:50:28.065335
FUL57374,ORD48916,Delivered,2025-01-10T06:04:57,WH001,Riyadh Central Warehouse,PICK4498,Paul Patel,PACK9994,Bryan Meyer,Ground Transport,TRK-95243517,Aramex,2025-10-10T06:39:52,,"Raise produce president though budget drop other.
After course traditional possible. Or picture part. Party day let majority.",True,True,False,2025-10-04T23:50:28.067609
FUL96514,ORD61616,Delivered,2025-04-25T21:37:11,WH003,Dammam Logistics Hub,PICK6870,Lynn Murphy,PACK6260,Ryan Smith,Refrigerated Transport,TRK-78255048,Aldrees Logistics,2025-10-09T17:33:18,,"Certain positive measure shake. Industry follow follow represent fear field. Like for relate news day late officer.
High lead table across successful. Suffer give remain budget seek help.",True,True,False,2025-10-04T23:50:28.068751
FUL67148,ORD68297,Shipped,2025-02-21T03:40:13,WH002,Jeddah Distribution Center,PICK6789,Amanda Torres,PACK6754,Ashley Mcdonald,Express Delivery,TRK-10439023,DHL,2025-10-06T13:39:12,,"Face indeed decade food analysis. Skill citizen during cold.
Knowledge example other public. Us future claim study send four. College leader indeed item. West break future from.",True,False,True,2025-10-04T23:50:28.069728
FUL78891,ORD82167,Shipped,2025-03-15T19:17:26,WH003,Dammam Logistics Hub,PICK8960,Cristian George,PACK1875,Dr. John Carrillo PhD,Bulk Transport,TRK-36176891,DHL,2025-10-09T15:09:28,,"Third increase stage respond. Represent play year move report religious.
Music box increase mention fall. Far blood thought idea subject either realize.",False,True,False,2025-10-04T23:50:28.070390
FUL62849,ORD54916,Shipped,2025-01-20T13:24:03,WH003,Dammam Logistics Hub,PICK8834,Keith Thornton,PACK4086,Amy Marshall,Express Delivery,TRK-71996118,Aramex,2025-10-06T14:47:48,,General cup from clear. Son same woman former when his appear. Entire yourself anything office where always.,True,False,True,2025-10-04T23:50:28.071012
FUL70668,ORD61479,Delivered,2025-05-17T18:15:27,WH005,Jazan Regional Warehouse,PICK8242,Christine Huff,PACK5682,Diana Kirk,Bulk Transport,TRK-60039314,Aldrees Logistics,2025-10-11T05:48:57,,"Clear professional number.
Light card strategy head real involve.
Rock miss tree professional action. Participant particular hope.",False,False,False,2025-10-04T23:50:28.071604
FUL90542,ORD51130,Delivered,2025-04-22T02:14:05,WH001,Riyadh Central Warehouse,PICK4297,Brent George,PACK8810,Barbara Hall,Ground Transport,TRK-15018475,DHL,2025-10-08T22:37:15,,Together final kid official discuss spend. Although community hit most. Prevent finish hospital probably everything start.,False,False,True,2025-10-04T23:50:28.072239
FUL54176,ORD76554,Delivered,2025-06-11T08:46:51,WH002,Jeddah Distribution Center,PICK9067,Mark Mercer,PACK3574,Brandon Galvan,Bulk Transport,TRK-58735396,FedEx,2025-10-08T09:54:12,,Far energy behind state. Parent relationship system. Down much figure health program quality employee. Want month father artist consumer.,True,True,True,2025-10-04T23:50:28.073084
FUL50462,ORD36912,Delivered,2025-05-21T13:17:32,WH003,Dammam Logistics Hub,PICK4814,Patrick Harris DDS,PACK8184,Alyssa Johnson,Refrigerated Transport,TRK-42717343,FedEx,2025-10-06T20:41:20,,"Quite memory check industry score stage return. Away improve from per. Put field central most thousand.
Sit someone arm. Early but trade firm fast natural.",True,False,True,2025-10-04T23:50:28.073789
FUL68786,ORD14026,Delivered,2025-03-08T23:50:34,WH001,Riyadh Central Warehouse,PICK6588,Christopher Kerr,PACK6364,Randall Jimenez,Ground Transport,TRK-45243132,FedEx,2025-10-06T09:58:30,,Become lot purpose maintain away care white. Owner hit president center play similar.,False,False,False,2025-10-04T23:50:28.074362
FUL78958,ORD75150,Shipped,2025-01-24T23:04:58,WH001,Riyadh Central Warehouse,PICK2100,Ryan Wise,PACK8303,James Peterson,Bulk Transport,TRK-88610423,DHL,2025-10-07T04:31:36,,"Civil true than course fund.
Town memory Mrs tough. Shake pass probably entire rise player feel.",True,False,True,2025-10-04T23:50:28.074949
FUL47113,ORD65757,Delivered,2025-03-13T23:37:57,WH004,Yanbu Storage Facility,PICK2811,Jake Gutierrez,PACK1578,William Frost,Bulk Transport,TRK-60009770,Aramex,2025-10-07T19:13:43,,"Prepare return song office. Performance prevent past right several. Blue wait let star fear scene blood.
Important leave effort room maintain field strategy likely. Similar everyone population.",True,True,False,2025-10-04T23:50:28.082986
FUL70033,ORD49313,Delivered,2025-01-01T08:02:49,WH004,Yanbu Storage Facility,PICK3708,Michael Perez,PACK9474,Holly Walker DDS,Express Delivery,TRK-97761690,FedEx,2025-10-06T00:08:23,,Movie analysis field true information. Involve analysis heavy drop plant against indicate. Itself say his possible red.,True,True,True,2025-10-04T23:50:28.086069
FUL79635,ORD85761,Delivered,2025-02-20T21:21:15,WH001,Riyadh Central Warehouse,PICK8334,James Tyler,PACK2674,Michelle Guerrero,Refrigerated Transport,TRK-49397399,Aramex,2025-10-06T12:09:44,,"Serious line realize. Spring himself positive.
Onto article worker certainly job daughter. Free generation behind crime rock last how. Culture increase side father big.",False,True,True,2025-10-04T23:50:28.087430
FUL76365,ORD71638,Delivered,2025-02-20T21:42:01,WH004,Yanbu Storage Facility,PICK1563,Anthony Marquez,PACK5011,John Diaz,Ground Transport,TRK-59595683,Aramex,2025-10-06T12:50:40,,"Hold surface fall pretty tree list both. Third important treatment possible wrong.
Born sign speech if traditional imagine magazine. Face smile baby option. Less possible decision themselves.",True,False,True,2025-10-04T23:50:28.088678
FUL62347,ORD97680,Delivered,2025-03-05T22:28:12,WH003,Dammam Logistics Hub,PICK6463,Rebecca Bentley,PACK5528,John Banks,Express Delivery,TRK-28597968,DHL,2025-10-10T07:55:29,,Set model back attorney detail statement. Or home activity scientist I particularly behind. They development law return hair design north.,True,False,False,2025-10-04T23:50:28.089905
FUL67294,ORD56889,Packed,2025-05-28T05:33:22,WH003,Dammam Logistics Hub,PICK2518,Jason Fields,PACK8817,Eric Foster,Bulk Transport,TRK-73276197,Aramex,2025-10-07T00:40:46,,Country consumer imagine accept. Happy fact scientist practice tonight under crime. Knowledge determine soldier produce. Option threat matter state study must blue.,True,False,False,2025-10-04T23:50:28.090676
FUL96889,ORD98745,Delivered,2025-01-24T11:30:58,WH001,Riyadh Central Warehouse,PICK4543,Tristan Harrison,PACK8223,Nicholas Mccarthy DDS,Ground Transport,TRK-68472364,Aramex,2025-10-08T08:48:39,,Thought when eight open try. Participant everybody medical employee policy. Ask create moment job everyone special whom appear.,True,True,False,2025-10-04T23:50:28.091380
FUL66238,ORD99001,Delivered,2025-06-28T04:26:29,WH004,Yanbu Storage Facility,PICK9703,Laura Jones,PACK2106,David Greer,Refrigerated Transport,TRK-57037333,Saudi Post,2025-10-11T06:35:03,,"Hand despite available. Again concern authority large throughout music.
Serious them involve. School give behind section wide. Week capital establish show himself avoid send.",True,True,True,2025-10-04T23:50:28.102300
FUL29492,ORD66285,Delivered,2025-03-26T00:33:09,WH003,Dammam Logistics Hub,PICK2004,Sarah Cook,PACK9108,Julie Silva,Bulk Transport,TRK-93826437,Aldrees Logistics,2025-10-11T19:36:52,,"Room industry PM parent them cause responsibility piece. Support short pick city push whom. Market just choose push.
Popular risk increase. Economic within another pass movement their memory.",True,True,False,2025-10-04T23:50:28.107047
FUL89263,ORD50317,Delivered,2025-04-15T14:20:25,WH002,Jeddah Distribution Center,PICK7585,Jared Sandoval,PACK1169,Mark Pham,Express Delivery,TRK-21683671,Aramex,2025-10-10T06:29:44,,"Yes woman truth. Fly then nature.
List majority staff city something loss stock fund. Rate two science physical civil whole.
Practice at rise not finish. Computer mouth any.",False,False,True,2025-10-04T23:50:28.115654
FUL98049,ORD93116,Delivered,2025-01-24T19:59:21,WH001,Riyadh Central Warehouse,PICK2981,Yvonne Brooks,PACK7827,Joshua Gonzalez,Ground Transport,TRK-51496322,Aramex,2025-10-10T20:35:14,,"Walk professional avoid tonight catch position difficult. Fly situation discuss help charge.
Allow leave measure doctor data common response.",False,False,True,2025-10-04T23:50:28.120035
FUL33121,ORD68462,Delivered,2025-01-19T00:48:44,WH001,Riyadh Central Warehouse,PICK9527,Amanda Newton,PACK2101,Anita Doyle,Refrigerated Transport,TRK-93453212,Saudi Post,2025-10-06T05:05:12,,Current method training. Care star piece investment ok share how.,True,True,False,2025-10-04T23:50:28.122090
FUL82027,ORD24572,Delivered,2025-04-08T05:47:51,WH001,Riyadh Central Warehouse,PICK6313,Melissa Curtis,PACK8121,Rhonda Kim,Bulk Transport,TRK-05126015,FedEx,2025-10-07T01:17:22,,"Strong treat crime always I and friend education. By six make attack significant. Remember money where left arm job.
Professor southern budget lay build.",True,False,False,2025-10-04T23:50:28.123677
FUL56379,ORD66566,Shipped,2025-03-21T14:21:27,WH004,Yanbu Storage Facility,PICK2243,Raymond Peterson,PACK4683,Cynthia Kennedy,Bulk Transport,TRK-93482203,FedEx,2025-10-11T17:11:14,,"Seat media fish loss his.
Heart moment especially recently.
Everything structure check analysis set partner. Leave place wait paper trip skill fall. Able whom arm.",True,True,True,2025-10-04T23:50:28.124492
FUL88511,ORD55307,Delivered,2025-05-24T22:25:13,WH005,Jazan Regional Warehouse,PICK4808,Victor Rose,PACK2370,William Turner,Bulk Transport,TRK-39792617,Aramex,2025-10-10T18:44:32,,"Run ready about large southern. Approach remember raise.
Marriage space fund federal model. Yard loss ground view including artist contain remain. Collection among individual century change natural.",True,False,True,2025-10-04T23:50:28.129374
FUL95241,ORD60575,Packed,2025-01-04T07:39:10,WH005,Jazan Regional Warehouse,PICK9093,Victoria Walker,PACK1178,Tina Norton,Express Delivery,TRK-51118552,Saudi Post,2025-10-07T12:14:33,,"Head drive else. Tend political compare budget send wish. Computer discuss organization return. Figure approach participant series build step.
Of the nature film life prevent.",True,True,True,2025-10-04T23:50:28.131821
FUL25341,ORD59718,Delivered,2025-02-13T18:55:04,WH003,Dammam Logistics Hub,PICK1948,Mrs. Janice Dodson,PACK3002,Ashley Stewart,Bulk Transport,TRK-52356140,DHL,2025-10-09T03:11:11,,Minute majority rich listen return. Prove science feeling remember during soon community. Cover memory his someone require little machine tax.,True,True,False,2025-10-04T23:50:28.134278
FUL53209,ORD36471,Packed,2025-06-01T20:07:52,WH003,Dammam Logistics Hub,PICK6052,John Wilson,PACK2328,Robert Chen,Bulk Transport,TRK-31946790,DHL,2025-10-06T16:46:43,,"Bar least price appear hair position. Listen start pay also those structure.
Early great win like. Arm foot front ability religious many.
Both wide herself network beat discussion lose.",True,True,False,2025-10-04T23:50:28.136623
FUL46015,ORD60485,Delivered,2025-06-14T06:55:04,WH004,Yanbu Storage Facility,PICK2943,Susan Ramsey,PACK7581,Jake Hill,Bulk Transport,TRK-89499972,FedEx,2025-10-08T05:06:32,,"Huge Congress pattern. Mission edge prove.
Mr out positive television low issue health. Later kind real more unit. Whole baby meet administration last.",False,True,False,2025-10-04T23:50:28.137861
FUL88298,ORD67562,Delivered,2025-05-10T13:12:42,WH005,Jazan Regional Warehouse,PICK9706,Scott Mack,PACK2727,Tracy Hendrix,Bulk Transport,TRK-22982332,Aramex,2025-10-08T19:11:07,,"Phone walk TV figure next vote firm. Us entire career blood. Film team expert board heart.
Those population style land land organization. Want certainly might unit face traditional wind consumer.",False,True,False,2025-10-04T23:50:28.138987
FUL61564,ORD72495,Packed,2025-01-11T19:05:54,WH001,Riyadh Central Warehouse,PICK5299,Carol Miles,PACK2545,Randall Little,Refrigerated Transport,TRK-18504067,Aramex,2025-10-11T08:07:11,,"Practice indeed tend whether great share. Himself memory simple bit.
Point face themselves technology share back kitchen.
Risk TV sing none east reality. Thank figure let floor garden people he.",True,False,True,2025-10-04T23:50:28.140747
FUL61866,ORD79463,Delivered,2025-05-03T06:56:24,WH001,Riyadh Central Warehouse,PICK3189,Deborah Jones,PACK9291,Larry Barry,Express Delivery,TRK-83317738,FedEx,2025-10-08T15:16:07,,"System back Congress how claim. Culture step market sea difference action. Note treatment herself cause.
Manager Mr expect ten require try speech.",False,True,False,2025-10-04T23:50:28.147238
FUL78648,ORD93069,Delivered,2025-02-17T23:26:54,WH005,Jazan Regional Warehouse,PICK2983,Melanie Torres,PACK7630,Megan Gentry,Bulk Transport,TRK-45358745,Saudi Post,2025-10-07T12:35:46,,"Walk eight north trade save strategy prepare although. Quite ready clearly gas four affect.
Treatment word share describe model. Than trade factor simple wrong. Might writer final hit.",True,True,True,2025-10-04T23:50:28.152885
FUL44180,ORD87585,Delivered,2025-05-30T06:54:02,WH001,Riyadh Central Warehouse,PICK1299,Stephanie Garcia,PACK7606,Holly Lee,Express Delivery,TRK-38140284,Aldrees Logistics,2025-10-10T05:32:41,,"More course side region six.
Least magazine ball particularly. Job challenge president memory range avoid officer event. We ahead positive candidate describe understand ability.",True,False,False,2025-10-04T23:50:28.154288
FUL49870,ORD54103,Delivered,2025-01-01T10:02:34,WH002,Jeddah Distribution Center,PICK2977,Anthony Watkins,PACK7184,Nicole Jacobs MD,Refrigerated Transport,TRK-87090898,Aldrees Logistics,2025-10-07T18:25:32,,Loss recently some war news.,True,False,True,2025-10-04T23:50:28.155058
FUL42489,ORD19783,Packed,2025-04-29T14:01:51,WH001,Riyadh Central Warehouse,PICK9816,Lisa Johnson,PACK2609,Dr. Michael Hale,Refrigerated Transport,TRK-88737143,FedEx,2025-10-08T12:32:50,,Early similar catch study hospital. Must we record different process big. Determine enjoy pass community benefit trial.,True,False,True,2025-10-04T23:50:28.155858
FUL71965,ORD54350,Shipped,2025-02-19T04:09:20,WH003,Dammam Logistics Hub,PICK6211,Virginia Taylor,PACK6876,Jonathan Buckley,Bulk Transport,TRK-49393654,Aldrees Logistics,2025-10-06T04:25:36,,Raise herself look garden when hit organization. Outside assume capital dinner season street. Performance play shake others prepare ability. Address produce wait front pick.,False,False,True,2025-10-04T23:50:28.156800
FUL87524,ORD14382,Delivered,2025-06-29T18:22:45,WH001,Riyadh Central Warehouse,PICK5804,Christina Rose,PACK2200,Mr. Jared Torres,Express Delivery,TRK-70479953,DHL,2025-10-11T04:43:43,,Chance the off song three many trip. Maybe thought scene it. Pretty according born enough often.,True,True,False,2025-10-04T23:50:28.157560
FUL47642,ORD91501,Picked,2025-02-05T12:55:50,WH004,Yanbu Storage Facility,PICK8361,Brandon Williams,PACK1899,Katherine Hardy,Ground Transport,TRK-38478203,Saudi Post,2025-10-07T18:40:16,,"Several with office head company open.
However clear place whose letter. Change attention citizen customer individual business clear. Resource church boy carry.",False,True,True,2025-10-04T23:50:28.158283
FUL93117,ORD60129,Delivered,2025-04-16T18:48:39,WH002,Jeddah Distribution Center,PICK8262,Rebecca Johnson,PACK6016,Alicia Hensley,Express Delivery,TRK-01517282,Aramex,2025-10-06T08:38:28,,"Trade evidence partner view. By between free candidate. Throw city help cost build book between article.
Lawyer have view that. Economic article month public protect close.",True,True,True,2025-10-04T23:50:28.162132
FUL64227,ORD16659,Packed,2025-06-29T00:32:19,WH001,Riyadh Central Warehouse,PICK9634,Ashley Martin,PACK5650,Patricia Harris,Refrigerated Transport,TRK-34150591,Saudi Post,2025-10-10T07:31:23,,"Likely wish baby lose message analysis keep. Left item throughout order.
Do statement machine watch audience without.",True,True,True,2025-10-04T23:50:28.164468
FUL91648,ORD36162,Delivered,2025-01-21T09:13:14,WH003,Dammam Logistics Hub,PICK1174,Mr. Samuel Mitchell,PACK4360,Amanda Hoover,Express Delivery,TRK-61801021,Aldrees Logistics,2025-10-07T22:47:24,,Control car professional relationship through. Land rather second commercial defense activity. Really thing glass especially pretty consumer mission instead.,True,False,False,2025-10-04T23:50:28.167370
FUL87056,ORD94184,Shipped,2025-02-27T10:45:31,WH004,Yanbu Storage Facility,PICK6518,Sean Baker,PACK6121,Caroline Henderson,Bulk Transport,TRK-33064443,FedEx,2025-10-09T14:03:58,,Financial idea arrive thing toward woman image. Experience history similar.,True,False,False,2025-10-04T23:50:28.169002
FUL49163,ORD67735,Shipped,2025-01-04T08:59:11,WH004,Yanbu Storage Facility,PICK7293,Tara Reeves,PACK8620,Luis Flowers,Ground Transport,TRK-24300946,Aldrees Logistics,2025-10-06T14:19:31,,"Near course style page edge my. Leg lawyer help value. Month sure close even oil question big.
Film entire college kid particularly same. Notice usually large help result those month.",True,False,True,2025-10-04T23:50:28.171050
FUL25194,ORD57884,Shipped,2025-01-15T05:58:22,WH002,Jeddah Distribution Center,PICK3427,Kristy Hudson,PACK9029,Jimmy Sanchez,Ground Transport,TRK-01631045,DHL,2025-10-11T06:13:50,,Student answer wrong down along field. Writer between car enjoy open. Boy child really.,True,False,True,2025-10-04T23:50:28.172046
FUL88575,ORD66379,Delivered,2025-03-26T20:18:53,WH002,Jeddah Distribution Center,PICK8397,Arthur Reyes,PACK4009,Timothy Sanchez,Refrigerated Transport,TRK-86536743,Aldrees Logistics,2025-10-08T21:23:47,,"View yes land add itself. Better brother raise around. Half use difference thing.
Item our air he. Shoulder grow choice skill protect. Mean recently resource test question skill.",False,True,False,2025-10-04T23:50:28.172893
FUL32985,ORD17901,Shipped,2025-05-20T10:08:18,WH005,Jazan Regional Warehouse,PICK4456,Jerry Lynch,PACK9068,Austin Rodriguez,Ground Transport,TRK-94222001,Aramex,2025-10-08T00:34:00,,"Air note car it race research. Option ahead top deal little dog several seven. Animal dog wrong investment explain your support night.
Same PM cold success Mr position record.",False,False,True,2025-10-04T23:50:28.173515
FUL83030,ORD89815,Delivered,2025-06-13T17:37:42,WH001,Riyadh Central Warehouse,PICK5158,Matthew Jackson,PACK9905,Emily Washington,Ground Transport,TRK-23114498,Aramex,2025-10-07T08:59:18,,"Morning but recently interest cold source fast summer. Indeed thus enter trouble.
Particular likely else mouth once close her within. Station born contain job beyond. Me others cut west rate.",True,False,False,2025-10-04T23:50:28.174111
FUL16248,ORD37649,Shipped,2025-04-29T18:46:09,WH001,Riyadh Central Warehouse,PICK8125,David Goodman,PACK2383,Terry Schultz,Bulk Transport,TRK-42052414,DHL,2025-10-10T23:46:20,,"Order give significant whatever itself popular step. Reach early skin factor least particularly ahead.
Rule fill woman bad growth. Onto quickly hand when property.",False,True,True,2025-10-04T23:50:28.174709
FUL64514,ORD27046,Delivered,2025-01-01T11:03:17,WH004,Yanbu Storage Facility,PICK4875,Danielle Morgan,PACK1895,Katherine Williams,Ground Transport,TRK-25045248,Aramex,2025-10-07T03:27:51,,"Base camera learn forget rate record.
Shoulder we question. Notice source adult. Compare wait north bill particular magazine. Ten southern life why.",False,False,False,2025-10-04T23:50:28.180129
FUL71750,ORD27885,Shipped,2025-05-20T11:49:43,WH001,Riyadh Central Warehouse,PICK9647,Cheryl Miller MD,PACK4738,Ronald Curtis,Bulk Transport,TRK-55610564,Aldrees Logistics,2025-10-08T17:55:55,,"Peace knowledge later nearly back within west. Provide pick along natural. Great day society health outside guess.
Adult these must arm early not.",True,True,True,2025-10-04T23:50:28.187632
FUL70195,ORD51111,Packed,2025-01-22T12:50:59,WH002,Jeddah Distribution Center,PICK5267,Lucas Jones,PACK1900,Sandra White,Bulk Transport,TRK-02243743,Saudi Post,2025-10-11T06:34:43,,Degree current space near agree. Market stand represent special cause top. Turn five opportunity source will.,True,False,False,2025-10-04T23:50:28.190299
FUL60609,ORD81674,Packed,2025-02-24T16:29:45,WH004,Yanbu Storage Facility,PICK2588,Mr. Douglas Crawford Jr.,PACK1214,Randy Jackson,Ground Transport,TRK-63055591,FedEx,2025-10-06T14:14:01,,"Service low way cell. Style trial bad investment. Stop car public eat natural up.
Market help join. Provide agent vote soldier police feeling end product.",True,True,False,2025-10-04T23:50:28.191668
FUL74751,ORD86992,Delivered,2025-03-16T09:39:19,WH003,Dammam Logistics Hub,PICK5867,Anna Smith,PACK5153,Steven Short,Bulk Transport,TRK-94164737,DHL,2025-10-06T16:32:52,,Growth friend parent simply new bit. Budget religious throw design. Less sea far ok station value foreign.,True,True,False,2025-10-04T23:50:28.198906
FUL78016,ORD33077,Delivered,2025-03-07T10:24:45,WH005,Jazan Regional Warehouse,PICK5678,Michael Walker,PACK3388,Jason Johnson,Bulk Transport,TRK-10170283,Saudi Post,2025-10-06T01:09:40,,Group boy southern water. Floor mention true early hold speak team. Fall everyone month.,False,True,True,2025-10-04T23:50:28.200057
FUL55281,ORD76539,Delivered,2025-01-12T23:24:00,WH003,Dammam Logistics Hub,PICK2636,Elizabeth Clark,PACK2475,James Fisher,Bulk Transport,TRK-04478226,DHL,2025-10-07T02:49:28,,"Plan model land size. To determine seven believe common example kid. Billion left pattern more career pattern.
Peace win issue nothing be next court. Value PM seat within speech two election address.",True,True,False,2025-10-04T23:50:28.201231
