order_id,customer_id,order_date,order_status,payment_status,total_amount_sar,currency,order_type,priority,delivery_date,delivery_address,delivery_city,special_instructions,payment_terms,discount_percent,tax_amount_sar,shipping_cost_sar,created_by,approved_by,created_at,updated_at
ORD94010,CUST3273,2025-06-21T23:22:26,Delivered,Paid,3786.72,SAR,Services,Low,2025-10-20T05:28:22,"2716 Powers Causeway
Foxfurt, NJ 45383",Jazan,No special requirements,Net 15,12.55,247.65,938.33,Devon Sims,Joshua Harrison,2025-10-04T21:14:57.662725,2025-10-04T21:14:57.662728
ORD82329,CUST7838,2025-02-02T23:06:20,Shipped,Partial,4772.72,SAR,Services,High,2025-10-20T08:47:34,"240 Jessica Course Suite 680
Taraville, VT 08065",Riyadh,Express delivery,Net 15,5.04,208.18,291.06,Jesse Roberts,Kendra Martin,2025-10-04T21:14:57.665692,2025-10-04T21:14:57.665696
ORD54171,CUST5003,2025-03-10T20:12:08,Delivered,Paid,4307.17,SAR,Fuel Delivery,Medium,2025-10-29T21:11:35,"90152 Schultz Circles Apt. 989
Calvinport, NM 88978",Taif,No special requirements,Net 15,10.12,480.01,114.17,Anthony Smith,Jane Russell,2025-10-04T21:14:57.667579,2025-10-04T21:14:57.667583
ORD22028,CUST1383,2025-05-21T18:03:06,Delivered,Pending,2544.69,SAR,Petrochemicals,Medium,2025-10-12T15:44:17,"8991 Peter Land
New Kaitlynton, KY 14242",Riyadh,Hazardous materials,COD,6.18,371.88,742.51,Samuel Hendrix,Vanessa Rogers,2025-10-04T21:14:57.668439,2025-10-04T21:14:57.668440
ORD18102,CUST6233,2025-04-05T11:43:29,Delivered,Paid,4317.94,SAR,Fuel Delivery,High,2025-10-19T21:20:41,"2272 Steele Loop
Lake Chloeville, AR 75240",Jeddah,Temperature controlled,Net 30,3.5,430.61,267.39,Jordan Ferguson,Cindy Wood,2025-10-04T21:14:57.669158,2025-10-04T21:14:57.669159
ORD56243,CUST2598,2025-02-27T20:00:36,Delivered,Pending,8823.95,SAR,Equipment,High,2025-10-12T11:13:50,"470 Katie Lake
New Melindamouth, AL 50642",Taif,Temperature controlled,COD,8.98,226.37,133.15,Ann Thomas MD,Jesse Johnson,2025-10-04T21:14:57.669870,2025-10-04T21:14:57.669871
ORD19876,CUST2927,2025-05-29T10:21:00,Delivered,Pending,18100.75,SAR,Petrochemicals,High,2025-10-28T18:52:22,"32742 William Stravenue Apt. 716
New Harry, IL 13636",Jubail,Hazardous materials,Net 15,8.79,187.88,699.26,Amanda Mercado,Thomas Hill,2025-10-04T21:14:57.670555,2025-10-04T21:14:57.670555
ORD84768,CUST1597,2025-04-28T03:51:52,In Transit,Paid,50750.49,SAR,Bulk Fuel,High,2025-10-28T17:47:41,"44505 Allison Flats Suite 768
Kathrynfurt, CA 22560",Jazan,No special requirements,COD,2.6,100.61,812.27,Tony Cantrell,Amy Powell,2025-10-04T21:14:57.671243,2025-10-04T21:14:57.671244
ORD33932,CUST9708,2025-03-14T04:17:49,Delivered,Paid,4671.38,SAR,Services,Medium,2025-10-24T15:47:17,"637 Brittney Island
North Elizabethshire, MA 17628",Dammam,Express delivery,COD,8.15,168.12,581.32,Christopher Smith,Claire Rodriguez,2025-10-04T21:14:57.671920,2025-10-04T21:14:57.671921
ORD92111,CUST1585,2025-06-25T02:09:51,Delivered,Paid,5617.91,SAR,Lubricants,Medium,2025-10-27T23:51:17,"76765 Deborah Avenue
West Geoffreymouth, MO 68039",Dammam,Hazardous materials,Net 15,5.73,314.53,313.19,George Brooks,William Smith,2025-10-04T21:14:57.672588,2025-10-04T21:14:57.672589
ORD41262,CUST6475,2025-03-30T18:01:39,Delivered,Pending,8050.67,SAR,Lubricants,Low,2025-10-27T17:48:38,"11692 Hoffman Flats Suite 891
Juanmouth, ID 68958",Najran,Hazardous materials,COD,7.8,262.16,243.29,Kenneth Black,Jacob Jones,2025-10-04T21:14:57.673298,2025-10-04T21:14:57.673299
ORD18877,CUST9055,2025-04-17T16:09:13,Delivered,Paid,12861.95,SAR,Petrochemicals,Low,2025-10-22T16:25:19,"5381 Robinson Ridge Suite 920
Woodston, VT 10888",Jeddah,No special requirements,Net 15,9.49,333.19,824.57,Christopher Travis,Danielle Brown,2025-10-04T21:14:57.674034,2025-10-04T21:14:57.674035
ORD76959,CUST7890,2025-04-01T09:45:06,Shipped,Pending,32541.53,SAR,Equipment,Low,2025-10-24T11:03:52,"017 Garcia Corner Apt. 898
New Michaelhaven, MP 35764",Jeddah,No special requirements,Net 30,13.36,421.57,637.45,Margaret Burch PhD,Tammy Sanchez,2025-10-04T21:14:57.674757,2025-10-04T21:14:57.674758
ORD22518,CUST1088,2025-05-15T23:37:10,Processing,Paid,5511.06,SAR,Lubricants,Low,2025-10-28T17:24:48,"7343 Devin Hollow Suite 247
Lake Teresafort, MP 45066",Jazan,Express delivery,Net 15,9.18,353.95,135.92,Roger Hurley,Matthew Ellis,2025-10-04T21:14:57.675444,2025-10-04T21:14:57.675445
ORD76778,CUST4670,2025-06-16T17:32:36,Delivered,Paid,6123.77,SAR,Petrochemicals,Low,2025-10-24T13:42:57,"22803 Tiffany Underpass
Maryland, FL 69717",Dammam,Express delivery,Net 30,8.97,218.35,988.53,Ashley Martin,Marcia Edwards,2025-10-04T21:14:57.676109,2025-10-04T21:14:57.676110
ORD96006,CUST7116,2025-03-30T19:00:46,Delivered,Partial,3459.81,SAR,Services,Medium,2025-10-26T09:44:56,"26766 Dickerson Valley
New Renee, MP 90166",Hofuf,Express delivery,Net 15,1.76,374.41,144.32,Katherine Bennett,Ricky Carr,2025-10-04T21:14:57.676815,2025-10-04T21:14:57.676816
ORD83717,CUST8949,2025-04-26T07:57:19,In Transit,Paid,9961.17,SAR,Lubricants,High,2025-10-16T23:18:01,"62881 Jackson Lodge
Clarkhaven, OK 21495",Abha,Express delivery,Net 30,4.41,52.83,547.98,Norma Johnson DVM,Donna Ortiz,2025-10-04T21:14:57.677554,2025-10-04T21:14:57.677555
ORD61524,CUST5638,2025-02-15T07:25:22,Delivered,Paid,10024.55,SAR,Equipment,Medium,2025-10-19T21:34:31,"9091 Cheryl Pines Suite 702
Nashview, AK 84096",Najran,Hazardous materials,Net 15,4.35,227.2,865.14,Michael Warren,Brenda Buchanan,2025-10-04T21:14:57.678261,2025-10-04T21:14:57.678262
ORD89944,CUST5915,2025-06-14T07:51:20,Shipped,Paid,1406.71,SAR,Services,Medium,2025-10-29T14:06:53,"80318 Aguilar Valleys Suite 166
Porterview, PR 75418",Najran,Handle with care,Net 30,2.9,241.58,630.09,Angel Jordan,Sarah Gray,2025-10-04T21:14:57.678996,2025-10-04T21:14:57.678996
ORD14197,CUST9052,2025-04-25T17:14:14,Processing,Pending,25603.94,SAR,Bulk Fuel,Medium,2025-10-20T00:00:10,"77686 Farmer Square
Glassborough, WY 29363",Jazan,Express delivery,COD,1.57,364.26,657.29,Gregory Campos,Jose Summers,2025-10-04T21:14:57.679719,2025-10-04T21:14:57.679720
ORD60439,CUST4029,2025-04-02T17:04:15,Confirmed,Paid,95669.45,SAR,Bulk Fuel,Medium,2025-10-18T04:49:42,"37939 Webster Cliffs
Breannaside, WA 91002",Jeddah,Temperature controlled,Net 15,0.68,334.25,421.54,Michele Parker,Sue Reeves,2025-10-04T21:14:57.682104,2025-10-04T21:14:57.682109
ORD93039,CUST3750,2025-02-27T22:22:03,Delivered,Paid,2356.33,SAR,Services,High,2025-10-14T15:38:41,"986 Farmer Key
West Shawn, PR 75941",Abha,Hazardous materials,COD,3.97,427.35,447.87,Natalie Moreno,Jean Daugherty,2025-10-04T21:14:57.683085,2025-10-04T21:14:57.683086
ORD32351,CUST9718,2025-04-11T14:55:11,Confirmed,Partial,8933.09,SAR,Lubricants,Medium,2025-10-24T07:08:40,"128 Paul Extension
South Deborah, MT 00775",Riyadh,Temperature controlled,Prepaid,14.79,482.33,209.75,Christina Raymond DVM,Sara Lowe,2025-10-04T21:14:57.683809,2025-10-04T21:14:57.683810
ORD22476,CUST3945,2025-04-23T16:00:26,Delivered,Paid,9540.92,SAR,Petrochemicals,Medium,2025-10-12T04:18:39,"04565 Bell Dam
South Brandyport, HI 09282",Najran,Express delivery,COD,1.38,218.32,869.4,Danielle Johnson,Micheal Bell,2025-10-04T21:14:57.684539,2025-10-04T21:14:57.684539
ORD79868,CUST4047,2025-05-12T18:46:24,Delivered,Paid,33881.65,SAR,Equipment,Medium,2025-10-09T15:18:15,"5934 Donna Hill
South Richardville, GA 61888",Dammam,Express delivery,Net 15,1.89,469.27,786.49,Derek Parker,Stacey Sanders,2025-10-04T21:14:57.685226,2025-10-04T21:14:57.685227
ORD95358,CUST1204,2025-06-17T01:25:35,Delivered,Pending,17871.49,SAR,Petrochemicals,Low,2025-10-09T22:53:37,"62495 Michael Passage
Greenemouth, CT 83083",Jubail,Handle with care,COD,3.27,179.35,714.06,Jose Villarreal,Alexander Carr,2025-10-04T21:14:57.685939,2025-10-04T21:14:57.685940
ORD19491,CUST3012,2025-05-17T21:42:28,Delivered,Pending,14322.88,SAR,Petrochemicals,Medium,2025-10-26T21:22:53,"09415 Marquez Coves Apt. 030
New Josephville, MA 81312",Riyadh,No special requirements,Prepaid,13.21,113.18,951.1,Sarah Vasquez,Joseph Flores,2025-10-04T21:14:57.686716,2025-10-04T21:14:57.686717
ORD51460,CUST2992,2025-04-29T22:16:27,Processing,Paid,5528.36,SAR,Petrochemicals,Medium,2025-10-13T21:13:25,"Unit 1119 Box 4599
DPO AA 14574",Riyadh,Hazardous materials,Net 15,11.71,439.47,517.06,Melissa Villegas,Kayla Owens,2025-10-04T21:14:57.687241,2025-10-04T21:14:57.687242
ORD38677,CUST4552,2025-06-28T20:03:49,Delivered,Paid,2639.7,SAR,Lubricants,High,2025-10-28T19:28:36,"71390 Harrison Points Suite 943
New Jamesberg, OH 03482",Najran,Temperature controlled,Net 30,11.81,138.47,233.17,Jason Price,Nicholas Stanley,2025-10-04T21:14:57.688030,2025-10-04T21:14:57.688031
ORD44912,CUST7349,2025-03-28T06:19:00,Processing,Paid,9374.47,SAR,Lubricants,Low,2025-10-13T08:19:50,"05814 Lisa Burg Suite 615
West Daniel, VT 24673",Jubail,Handle with care,Net 30,8.72,199.43,328.98,Jeffery Rios,Amanda Porter,2025-10-04T21:14:57.688772,2025-10-04T21:14:57.688773
ORD65487,CUST4811,2025-05-22T13:33:30,Delivered,Paid,21926.25,SAR,Equipment,High,2025-10-23T19:03:22,"03882 Turner Springs Apt. 633
Nathanside, NY 42410",Jazan,Hazardous materials,Prepaid,6.02,472.0,728.12,William Roberts,Justin Hoffman,2025-10-04T21:14:57.689491,2025-10-04T21:14:57.689492
ORD17092,CUST4694,2025-06-27T18:12:02,Delivered,Pending,29132.78,SAR,Equipment,High,2025-11-02T09:25:17,"8215 Kathleen Wells Apt. 067
New Chelseamouth, AR 60486",Dammam,Hazardous materials,Net 15,10.88,173.05,896.6,Ryan Chavez,Jason Palmer,2025-10-04T21:14:57.690185,2025-10-04T21:14:57.690186
ORD53450,CUST8410,2025-03-28T12:49:00,Confirmed,Pending,55286.1,SAR,Bulk Fuel,Medium,2025-10-22T06:51:37,"89697 David Court Suite 933
Schroederland, MI 14874",Najran,Hazardous materials,COD,6.22,123.02,518.72,Jimmy Moore,James Sanders,2025-10-04T21:14:57.690896,2025-10-04T21:14:57.690897
ORD33386,CUST1864,2025-04-10T13:42:21,Processing,Paid,72981.71,SAR,Bulk Fuel,High,2025-10-10T05:05:09,"27986 Baldwin Glens
Port Craigville, MN 53317",Jubail,Temperature controlled,Prepaid,0.18,88.29,354.51,Michelle Hunter,Shawn Richardson DDS,2025-10-04T21:14:57.691611,2025-10-04T21:14:57.691612
ORD80218,CUST1124,2025-06-20T01:54:41,Shipped,Paid,13515.07,SAR,Bulk Fuel,Low,2025-10-17T06:11:08,"5502 Daugherty Alley Suite 234
Bakerview, WY 96901",Jubail,No special requirements,Net 30,7.78,125.78,675.38,Jose Webb,Alexander Davis,2025-10-04T21:14:57.692359,2025-10-04T21:14:57.692359
ORD45486,CUST2378,2025-04-20T21:23:15,Delivered,Paid,2084.94,SAR,Petrochemicals,High,2025-10-30T01:36:31,"99093 Gregory Pines Suite 083
Chloebury, CA 55711",Jeddah,No special requirements,COD,7.22,106.71,554.0,Benjamin Sanford,Katherine Carter,2025-10-04T21:14:57.693043,2025-10-04T21:14:57.693044
ORD62808,CUST4372,2025-04-25T11:17:37,Delivered,Paid,20628.95,SAR,Bulk Fuel,Low,2025-10-18T18:45:51,"367 Anderson Extension
New Jenniferhaven, NC 25663",Hofuf,No special requirements,Net 15,13.94,320.05,227.32,Allison Khan,April Haynes,2025-10-04T21:14:57.693746,2025-10-04T21:14:57.693747
ORD49798,CUST2595,2025-03-18T13:55:45,In Transit,Paid,99239.89,SAR,Bulk Fuel,Medium,2025-10-19T14:36:32,"905 Kevin Manors
Robinberg, WA 16802",Jeddah,No special requirements,Net 15,10.03,91.44,275.23,Samuel Macdonald,Logan James,2025-10-04T21:14:57.694405,2025-10-04T21:14:57.694406
ORD95813,CUST2624,2025-03-12T16:46:56,Delivered,Partial,29197.35,SAR,Equipment,High,2025-10-21T15:04:22,"2754 Diaz Via
Larafort, NC 87652",Riyadh,Temperature controlled,COD,6.32,71.23,606.13,Jessica Martinez,Vincent Williams,2025-10-04T21:14:57.695121,2025-10-04T21:14:57.695122
ORD50870,CUST9881,2025-04-01T20:29:34,Delivered,Partial,5644.38,SAR,Lubricants,High,2025-11-01T22:51:24,"912 Watkins Villages Apt. 727
South Jeffrey, AS 48709",Abha,Temperature controlled,Prepaid,13.76,116.39,775.69,Jason Mitchell,Jamie Stephenson,2025-10-04T21:14:57.695831,2025-10-04T21:14:57.695832
ORD66893,CUST4714,2025-02-16T15:32:34,Delivered,Pending,2889.31,SAR,Fuel Delivery,Low,2025-10-18T17:37:09,"5684 Bruce Lodge
East Ashleyborough, MN 96186",Hofuf,Hazardous materials,Prepaid,10.72,450.47,125.57,David Santana,Louis Moore,2025-10-04T21:14:57.696599,2025-10-04T21:14:57.696600
ORD76543,CUST5286,2025-04-14T13:09:21,Delivered,Paid,31632.9,SAR,Equipment,High,2025-10-10T08:53:15,"6964 Evans Passage
Smithchester, OH 28521",Jazan,No special requirements,Prepaid,14.15,470.67,726.15,Terrance Wilson,Jennifer Hughes,2025-10-04T21:14:57.698864,2025-10-04T21:14:57.698867
ORD47541,CUST9155,2025-06-27T03:49:35,Delivered,Paid,14260.92,SAR,Petrochemicals,High,2025-10-26T19:31:14,"641 Harris Ways
Matthewton, OR 34877",Hofuf,Hazardous materials,COD,4.15,210.28,992.67,Glenda Taylor,Lauren Taylor,2025-10-04T21:14:57.699743,2025-10-04T21:14:57.699744
ORD38499,CUST8066,2025-04-02T21:56:38,Processing,Paid,2823.3,SAR,Fuel Delivery,Medium,2025-10-28T15:03:46,"36725 Michelle Drives Suite 348
North Shirley, WI 45826",Najran,Hazardous materials,Net 15,8.06,169.44,193.2,Ms. Ann Williams,Christina Landry,2025-10-04T21:14:57.700513,2025-10-04T21:14:57.700514
ORD31662,CUST7925,2025-02-17T12:49:06,Delivered,Pending,3663.21,SAR,Fuel Delivery,High,2025-10-21T17:40:49,"527 Brown Ways Apt. 833
North Justin, IL 43776",Jeddah,No special requirements,COD,1.29,145.27,769.61,John Allen,Selena Kelly,2025-10-04T21:14:57.701299,2025-10-04T21:14:57.701300
ORD30457,CUST7048,2025-02-10T21:11:58,In Transit,Pending,83508.64,SAR,Bulk Fuel,High,2025-10-11T01:27:36,"2578 Amanda Rapids Apt. 648
Davidfurt, AL 78046",Jazan,Temperature controlled,Prepaid,0.39,93.76,289.21,Heather Hanson,Lauren Anthony,2025-10-04T21:14:57.702062,2025-10-04T21:14:57.702063
ORD55120,CUST5661,2025-06-12T05:10:02,Shipped,Paid,4014.52,SAR,Petrochemicals,Low,2025-10-21T18:37:55,"54225 Herrera Crossroad Apt. 121
West Sally, MP 56068",Taif,Hazardous materials,Prepaid,11.79,436.92,489.79,Mr. Jeremy Jones,Donald Reynolds,2025-10-04T21:14:57.702921,2025-10-04T21:14:57.702923
ORD19651,CUST9716,2025-03-24T03:52:08,Delivered,Paid,10006.63,SAR,Equipment,Low,2025-10-17T09:16:27,"6117 Harris Glen
Matthewfurt, FM 74929",Hofuf,Hazardous materials,Net 15,1.67,349.83,603.51,Kenneth Martinez,Erica Arellano,2025-10-04T21:14:57.703752,2025-10-04T21:14:57.703753
ORD90098,CUST8191,2025-04-10T06:26:02,In Transit,Paid,1067.92,SAR,Fuel Delivery,Low,2025-10-08T11:12:43,"700 Guerrero Trafficway Suite 015
South Anthony, NV 07747",Taif,No special requirements,Net 15,13.97,399.8,931.89,Patricia Bradley,Melissa Green,2025-10-04T21:14:57.704540,2025-10-04T21:14:57.704542
ORD80562,CUST2948,2025-02-09T18:11:33,Delivered,Paid,882.4,SAR,Services,Medium,2025-10-27T14:51:18,"949 Stewart Stream Apt. 974
Lisaton, RI 21161",Taif,Hazardous materials,COD,0.27,55.97,384.88,Mary Bailey,Melissa Harris,2025-10-04T21:14:57.705390,2025-10-04T21:14:57.705394
ORD86002,CUST3330,2025-06-15T09:08:59,Delivered,Partial,13352.39,SAR,Equipment,Low,2025-10-18T05:15:51,"873 Michael Expressway Apt. 750
New Patricia, GU 87318",Dammam,Express delivery,Net 15,2.83,442.61,657.13,Carolyn Alvarez,Carlos Carpenter,2025-10-04T21:14:57.706364,2025-10-04T21:14:57.706367
ORD44663,CUST2643,2025-06-06T11:31:22,Processing,Paid,1227.28,SAR,Services,Low,2025-10-20T13:49:04,"523 James Ports Suite 212
Vaughanbury, PW 80604",Abha,No special requirements,COD,4.58,76.84,740.99,Danielle Roberts,Karl Diaz,2025-10-04T21:14:57.707316,2025-10-04T21:14:57.707319
ORD37488,CUST3856,2025-02-11T02:53:55,Confirmed,Pending,17024.14,SAR,Petrochemicals,Low,2025-10-24T00:31:19,"Unit 0747 Box 8032
DPO AP 79089",Dammam,Express delivery,Net 15,0.24,284.05,767.34,Lisa Burke,Michelle Oconnor,2025-10-04T21:14:57.707993,2025-10-04T21:14:57.707996
ORD31465,CUST3025,2025-02-08T11:34:24,Delivered,Paid,3191.88,SAR,Services,Medium,2025-10-29T12:25:20,"852 Patricia Stream
North Sarahland, ND 01477",Riyadh,Handle with care,Net 30,14.86,478.64,827.54,Kelly Ray,Sherry Hall,2025-10-04T21:14:57.708950,2025-10-04T21:14:57.708953
ORD50437,CUST8737,2025-06-22T01:08:45,Delivered,Paid,3815.71,SAR,Services,High,2025-11-03T00:29:10,"60050 Erik Court Apt. 328
Jeffreymouth, KY 25353",Jeddah,Hazardous materials,Prepaid,12.62,389.91,686.48,Catherine Ellis,Krista Singleton,2025-10-04T21:14:57.709843,2025-10-04T21:14:57.709844
ORD46565,CUST8366,2025-02-02T16:30:49,Delivered,Overdue,6718.89,SAR,Lubricants,Medium,2025-10-30T13:07:17,"058 Allison Burg Suite 242
Lake Justinmouth, GU 95473",Riyadh,Handle with care,Net 15,11.34,187.76,208.29,Regina Wagner,Kenneth Cannon,2025-10-04T21:14:57.710756,2025-10-04T21:14:57.710758
ORD21885,CUST1598,2025-02-23T00:38:27,Shipped,Paid,11937.37,SAR,Bulk Fuel,Low,2025-10-24T14:54:43,"68912 Jennifer Drives Suite 329
Kerristad, DE 98186",Jeddah,Temperature controlled,COD,0.54,104.55,121.22,Michelle Reid,James Thomas,2025-10-04T21:14:57.711530,2025-10-04T21:14:57.711531
ORD71192,CUST2923,2025-05-14T05:10:39,Delivered,Paid,1223.44,SAR,Services,Medium,2025-10-25T15:37:12,"7892 Jason Junctions Suite 473
Katherineshire, SD 49466",Hofuf,No special requirements,Net 15,6.71,72.27,357.65,Nicholas Rivera,Jorge Tucker,2025-10-04T21:14:57.712233,2025-10-04T21:14:57.712234
ORD55899,CUST7189,2025-06-21T02:05:38,Delivered,Paid,3422.23,SAR,Fuel Delivery,Medium,2025-10-13T17:53:46,"9673 Jill Circles
Markberg, PW 71109",Jubail,Handle with care,Prepaid,0.49,121.3,991.62,Joshua Cox,Mark Proctor,2025-10-04T21:14:57.712903,2025-10-04T21:14:57.712904
ORD20904,CUST8305,2025-02-17T23:33:36,Shipped,Paid,23440.87,SAR,Bulk Fuel,High,2025-10-08T23:16:22,"979 Paul Estates Apt. 225
Port Tinaburgh, MS 91533",Dammam,Hazardous materials,COD,13.26,98.02,366.12,Michael Briggs,Alexandra Patrick,2025-10-04T21:14:57.714144,2025-10-04T21:14:57.714149
ORD13166,CUST2530,2025-04-15T13:50:27,Processing,Paid,39537.22,SAR,Equipment,High,2025-10-23T21:47:33,"044 Guerrero Junctions Apt. 202
Lake Denise, MT 05160",Yanbu,Hazardous materials,Prepaid,8.38,202.64,281.33,Joshua Hurst,Lisa Gillespie,2025-10-04T21:14:57.715972,2025-10-04T21:14:57.715975
ORD19034,CUST8060,2025-06-17T06:25:28,Shipped,Paid,9902.1,SAR,Lubricants,High,2025-10-31T04:35:52,"66193 Carrie Course Suite 932
Lake Natalieshire, GA 88719",Jazan,Temperature controlled,Prepaid,0.3,156.21,936.42,Derek Grimes,Alexander Miller,2025-10-04T21:14:57.716758,2025-10-04T21:14:57.716759
ORD31983,CUST5106,2025-03-24T17:34:16,Pending,Paid,13850.6,SAR,Petrochemicals,High,2025-10-17T02:52:51,"41883 Murphy Way
Nathanstad, OR 82774",Yanbu,Temperature controlled,Net 15,14.37,123.93,912.6,Christine Le,Kevin Parker DDS,2025-10-04T21:14:57.717491,2025-10-04T21:14:57.717492
ORD78208,CUST1006,2025-04-03T00:23:39,Delivered,Paid,4092.5,SAR,Petrochemicals,High,2025-10-22T14:16:23,"633 Sarah Crossroad
Baxterville, MA 18558",Jeddah,No special requirements,Net 15,14.57,447.78,505.85,Teresa Miller,Kimberly Floyd,2025-10-04T21:14:57.718197,2025-10-04T21:14:57.718198
ORD50362,CUST8545,2025-06-04T06:10:02,Delivered,Paid,2291.08,SAR,Fuel Delivery,High,2025-10-19T04:10:34,"Unit 3608 Box 3332
DPO AA 02580",Jazan,Express delivery,Prepaid,14.89,243.59,851.17,Chad Ali,Vernon Ochoa,2025-10-04T21:14:57.718682,2025-10-04T21:14:57.718683
