fulfillment_id,order_id,fulfillment_status,fulfillment_date,warehouse_id,warehouse_name,picker_id,picker_name,packer_id,packer_name,shipping_method,tracking_number,carrier_name,estimated_delivery,actual_delivery,delivery_notes,quality_check_passed,temperature_controlled,hazardous_material,created_at
FUL64075,ORD91796,Delivered,2025-04-18T13:48:12,WH004,Yanbu Storage Facility,PICK5995,Terri Baker,PACK5433,Morgan Gray,Ground Transport,TRK-23278700,Aramex,2025-10-07T13:28:46,,"Speech increase officer positive under lead. Act money week effect responsibility consumer picture. About quickly similar.
Team scientist piece nothing. Green maybe ago south represent.",True,True,True,2025-10-04T21:15:09.141635
FUL36548,ORD44260,Shipped,2025-06-13T07:22:18,WH004,Yanbu Storage Facility,PICK9479,Carol Ford,PACK1821,Robert Torres,Ground Transport,TRK-14332810,Aldrees Logistics,2025-10-11T04:24:47,,Relationship moment necessary. Detail reality yeah agency however instead job. Half voice set performance already eight.,True,False,True,2025-10-04T21:15:09.142192
FUL90274,ORD44908,Packed,2025-06-03T22:49:48,WH004,Yanbu Storage Facility,PICK2455,Karen Bennett,PACK2872,Gene Hanna,Refrigerated Transport,TRK-73985750,DHL,2025-10-11T09:52:01,,"Suddenly hair my skin federal provide former. Wall car measure board movie citizen.
Instead single couple lead. Body collection blue include own material off. Cold someone attention else system push.",False,False,False,2025-10-04T21:15:09.142773
FUL82718,ORD15034,Delivered,2025-05-30T04:14:15,WH001,Riyadh Central Warehouse,PICK5653,Mark Drake,PACK6971,Amy Bates,Bulk Transport,TRK-08365807,Saudi Post,2025-10-10T07:03:30,,Argue everyone front. Those perform issue position behind later product. Address oil relate.,False,True,True,2025-10-04T21:15:09.143348
FUL45677,ORD77454,Packed,2025-06-10T23:51:48,WH003,Dammam Logistics Hub,PICK2547,Joseph Velez,PACK9203,Sandra Tran,Express Delivery,TRK-14216048,Aramex,2025-10-09T07:51:39,,"Majority dog case government. To however write will financial recently. During world show positive natural author.
Piece experience control thing. Meeting far part ever.",True,False,False,2025-10-04T21:15:09.143953
FUL26210,ORD97377,Delivered,2025-03-18T12:49:44,WH004,Yanbu Storage Facility,PICK6547,Melissa Little,PACK7176,Sherri Morris,Express Delivery,TRK-97842141,Aldrees Logistics,2025-10-07T23:33:29,,Hospital themselves hundred response fill. Fund money minute kind. Company over above do toward accept article material. Whose rate class production least hear interest draw.,True,False,False,2025-10-04T21:15:09.144529
FUL16803,ORD17926,Pending,2025-05-14T01:59:12,WH003,Dammam Logistics Hub,PICK7354,Gregory Tucker,PACK5242,Mark Potter,Bulk Transport,TRK-61294271,FedEx,2025-10-06T12:40:31,,"Trial always compare nation. Bit no key major any unit.
Serve member lot finally word wear. Turn again one various. Surface suggest song I two figure forget note.",True,True,True,2025-10-04T21:15:09.145141
FUL17633,ORD42578,Shipped,2025-06-02T06:24:33,WH002,Jeddah Distribution Center,PICK7525,Pamela Mosley,PACK1384,Christina Guzman,Express Delivery,TRK-99745574,Aldrees Logistics,2025-10-06T02:03:44,,"Shake resource now door a factor arm. Cost national finish try decide have drop.
Behavior support same street like southern idea end. Hundred tough recognize show television away agree accept.",True,True,False,2025-10-04T21:15:09.145726
FUL32443,ORD73289,Delivered,2025-06-18T19:56:16,WH003,Dammam Logistics Hub,PICK8819,Jose Coleman,PACK4072,James Coleman,Ground Transport,TRK-93941596,Aramex,2025-10-06T12:04:52,,"Team less attorney consider later western. Return law young discover design off. Phone within rate entire.
Mr price my where glass however cost tell. Process method model.",True,True,False,2025-10-04T21:15:09.146345
FUL81612,ORD37881,Shipped,2025-05-28T19:17:40,WH004,Yanbu Storage Facility,PICK7733,Leah Gibson,PACK5627,Tammy Gill,Express Delivery,TRK-55125345,Aramex,2025-10-09T21:03:12,,"Including message artist student answer. Land play culture be. Drive positive professional billion there brother.
Modern letter work early human collection rule. Structure owner system entire.",True,False,True,2025-10-04T21:15:09.148844
FUL13239,ORD54147,Delivered,2025-06-20T07:53:19,WH003,Dammam Logistics Hub,PICK4802,Megan House,PACK6906,Brent Hanson,Ground Transport,TRK-25280260,FedEx,2025-10-06T21:16:05,,"Friend growth financial son hundred item politics. Huge song project scientist. Reveal wide happen eye whom site mean rise.
Else difference stock.",True,False,True,2025-10-04T21:15:09.149785
FUL50695,ORD65496,Shipped,2025-06-09T15:22:23,WH001,Riyadh Central Warehouse,PICK1329,Vincent Martinez,PACK6984,Calvin Griffin,Ground Transport,TRK-76665281,Aldrees Logistics,2025-10-09T07:25:23,,"Policy high right out state. Art wonder anyone professor expert company. Adult forward feeling lose.
Style can receive bill nation.
Any attention they. Dream beautiful total early.",True,False,True,2025-10-04T21:15:09.150639
FUL27813,ORD34712,Packed,2025-05-19T11:32:00,WH002,Jeddah Distribution Center,PICK1006,David West,PACK2069,John Stephens,Express Delivery,TRK-21541875,Aldrees Logistics,2025-10-08T20:36:21,,Story so trouble his and wonder central. Pay that matter hand student around. Commercial allow again every couple stand.,True,True,False,2025-10-04T21:15:09.151346
FUL72965,ORD46737,Delivered,2025-04-26T13:42:23,WH002,Jeddah Distribution Center,PICK6625,Ashley Mcmahon,PACK5694,Gary Reed,Express Delivery,TRK-18853638,Aramex,2025-10-08T16:47:11,,"Even nor same. Window hundred rather agent hope.
Pass why as worry cover. Before maybe meet source life.",True,True,False,2025-10-04T21:15:09.151983
FUL49487,ORD79480,Delivered,2025-05-02T12:50:40,WH002,Jeddah Distribution Center,PICK9794,Amanda Huff,PACK4296,Nicholas Thomas DDS,Refrigerated Transport,TRK-60101659,DHL,2025-10-09T05:57:28,,"Painting money money draw.
His knowledge place student child able. Son news rise go collection series. Next beautiful finally name.",False,True,True,2025-10-04T21:15:09.152597
FUL21401,ORD32056,Delivered,2025-04-15T16:06:42,WH005,Jazan Regional Warehouse,PICK4786,Danielle Obrien,PACK2469,Mr. Aaron Gibson DDS,Refrigerated Transport,TRK-39482144,DHL,2025-10-11T20:18:02,,Throughout always surface body.,True,True,True,2025-10-04T21:15:09.153189
FUL88048,ORD18389,Shipped,2025-05-26T00:17:07,WH005,Jazan Regional Warehouse,PICK2428,Diane Phillips,PACK4668,Karen Gonzalez,Refrigerated Transport,TRK-89436471,DHL,2025-10-11T14:22:39,,"Writer left debate role information check war.
Feel matter even at either yes. Human somebody financial. For operation deal team.
Clear book prepare man. Individual side animal scene crime short.",True,True,True,2025-10-04T21:15:09.153816
FUL71311,ORD36699,Delivered,2025-03-09T15:54:05,WH005,Jazan Regional Warehouse,PICK9947,Bradley James,PACK2283,Debbie Sellers,Bulk Transport,TRK-10142671,Saudi Post,2025-10-08T19:57:26,,"Series hear sea tax stop. Citizen drug teacher little hotel west life.
Ok forget politics. Information attention American job other. Situation a nearly international quite sea five.",True,False,False,2025-10-04T21:15:09.154445
FUL31625,ORD40963,Delivered,2025-05-17T15:05:38,WH003,Dammam Logistics Hub,PICK3279,Kim Bush,PACK5641,Paul Spencer,Refrigerated Transport,TRK-56485692,DHL,2025-10-07T23:52:13,,"Avoid wear try popular court station room in. Example past claim.
Summer reach mention move girl.
Five fact challenge yeah party.",False,True,True,2025-10-04T21:15:09.155048
FUL74747,ORD91939,Shipped,2025-05-15T10:05:00,WH001,Riyadh Central Warehouse,PICK6943,Steven Palmer,PACK9919,Andrew Steele,Express Delivery,TRK-67652051,Aramex,2025-10-07T10:35:32,,"Son central drop teach stage. Option teacher paper along girl will. Option many record.
Cut growth item job. In all ago front perhaps.",True,False,False,2025-10-04T21:15:09.155646
FUL86913,ORD50909,Delivered,2025-04-01T04:00:17,WH002,Jeddah Distribution Center,PICK9702,Kenneth Suarez,PACK1969,Terri Shields,Refrigerated Transport,TRK-35401520,Saudi Post,2025-10-11T09:23:51,,"Pretty year become. Leave president offer practice movement.
Person I just say produce.",True,True,True,2025-10-04T21:15:09.156255
FUL16746,ORD87082,Delivered,2025-06-07T08:05:01,WH003,Dammam Logistics Hub,PICK5684,Frederick Simmons,PACK4675,Kristin Cooper,Ground Transport,TRK-18420588,DHL,2025-10-08T22:32:43,,"Theory material soon truth action goal.
Religious huge guess turn interview age much. Sell American plant wide. Lay day win door decade several.",True,False,True,2025-10-04T21:15:09.156889
FUL64041,ORD35842,Delivered,2025-02-22T03:57:48,WH004,Yanbu Storage Facility,PICK6972,Sheri Short,PACK6777,Dawn Brock,Express Delivery,TRK-85728867,Aldrees Logistics,2025-10-08T02:42:07,,Himself plan car. Put knowledge central movie everyone.,True,False,False,2025-10-04T21:15:09.157703
FUL43701,ORD31832,Delivered,2025-06-18T06:25:23,WH004,Yanbu Storage Facility,PICK8808,Mr. David Gonzalez DDS,PACK8958,Dawn Jackson,Ground Transport,TRK-38755440,DHL,2025-10-09T06:01:01,,Wait coach discuss next. Sign role Congress per work property note amount. Professional rich scientist serious you civil foreign. Nor trip organization region require finish girl bit.,True,False,False,2025-10-04T21:15:09.158390
FUL89791,ORD72995,Delivered,2025-03-10T04:07:35,WH005,Jazan Regional Warehouse,PICK5190,Jessica Mitchell,PACK6868,Kenneth Hall,Refrigerated Transport,TRK-43481837,Saudi Post,2025-10-09T01:37:36,,"Policy character way watch nation including. Add land prove something. Result baby hot want put idea task their.
Experience someone town whole. Certain officer data building.",True,False,True,2025-10-04T21:15:09.159062
FUL96084,ORD77835,Delivered,2025-06-28T02:57:39,WH003,Dammam Logistics Hub,PICK4717,Joseph Garcia,PACK9734,Dakota Parker,Express Delivery,TRK-39103552,Saudi Post,2025-10-11T04:08:20,,His discuss course under including challenge medical. Financial training region apply mind deal certain. Law show door outside arm approach.,True,True,True,2025-10-04T21:15:09.159660
FUL24350,ORD80978,Packed,2025-04-02T00:23:14,WH003,Dammam Logistics Hub,PICK6245,Mary West,PACK3072,Amy Johnson,Express Delivery,TRK-47973862,Aramex,2025-10-08T05:42:24,,"Social current ball believe. Number politics subject without next party year.
Occur material throw particularly police hold card. I already measure food mother. His close certainly whole phone.",True,True,False,2025-10-04T21:15:09.160313
FUL37034,ORD45310,Delivered,2025-03-12T05:49:02,WH002,Jeddah Distribution Center,PICK6292,Kayla Newman,PACK5795,Rebecca Newman,Ground Transport,TRK-45826754,DHL,2025-10-06T10:30:02,,International huge arm fast center try student. Activity upon provide issue own prevent. Change performance work participant a type.,True,True,False,2025-10-04T21:15:09.160913
FUL55000,ORD75842,Delivered,2025-06-04T04:42:26,WH001,Riyadh Central Warehouse,PICK1582,Taylor Scott,PACK5386,Victoria Brooks,Refrigerated Transport,TRK-51147633,Saudi Post,2025-10-08T16:00:16,,"Stop movement recently current. Attorney support member simple grow face southern.
Beyond protect under better arm. Partner hot station film.",True,False,True,2025-10-04T21:15:09.161661
FUL32142,ORD90331,Delivered,2025-03-07T10:26:04,WH003,Dammam Logistics Hub,PICK9401,Michael Salinas,PACK6354,Victor Moon,Express Delivery,TRK-28283936,Aramex,2025-10-10T17:03:56,,"Society network heavy couple. Cover much sport nor threat edge use indicate.
Stage push week doctor audience clearly ground. Long consider kitchen tree tree why. Reality talk indicate three role.",True,True,False,2025-10-04T21:15:09.162558
FUL52826,ORD41180,Delivered,2025-04-14T03:09:12,WH005,Jazan Regional Warehouse,PICK6502,Chelsea Terry MD,PACK9723,James Baker,Ground Transport,TRK-65183163,FedEx,2025-10-09T10:02:27,,"Republican on too baby similar.
Arrive debate official end plant safe central.
Ten rich important eat appear really black. Would six leave cover for whose. Election skill read low.",True,False,True,2025-10-04T21:15:09.163420
FUL15561,ORD92728,Delivered,2025-04-10T03:33:16,WH005,Jazan Regional Warehouse,PICK5697,Christine Leon,PACK4693,Kevin Marsh,Express Delivery,TRK-93727168,Saudi Post,2025-10-11T12:59:16,,"Soon buy election seven. Discuss learn front late challenge.
Degree it seat either enough floor choice. Hotel degree appear girl. Director find deal piece able make.",True,True,True,2025-10-04T21:15:09.167442
FUL52963,ORD99647,Delivered,2025-05-23T07:14:33,WH001,Riyadh Central Warehouse,PICK5078,Katherine Mahoney,PACK4221,Chelsea Boyd,Refrigerated Transport,TRK-34300045,Aramex,2025-10-11T14:12:11,,"Test source husband anything child become defense reveal. Leave interview building wear much lead poor.
Sing like score avoid school. Beautiful goal will toward reality former. Analysis reveal trip.",True,False,False,2025-10-04T21:15:09.168327
FUL96653,ORD71151,Delivered,2025-03-31T21:58:01,WH003,Dammam Logistics Hub,PICK1485,Rachel Kidd,PACK6098,Whitney Hardy,Bulk Transport,TRK-27892181,Aldrees Logistics,2025-10-07T13:27:16,,"While mouth property. Go article full sit green during see.
Group recent head conference indicate eight. Career nation small bad everybody hospital physical smile.",False,False,False,2025-10-04T21:15:09.169155
FUL21900,ORD85037,Delivered,2025-05-26T19:07:20,WH003,Dammam Logistics Hub,PICK7556,Daniel Baker,PACK6207,David Hall,Ground Transport,TRK-98531349,Saudi Post,2025-10-09T08:55:57,,"Writer home answer sing keep. Wear western maintain history series though commercial.
Again apply begin continue loss. She yet parent reveal just arrive new.",True,False,True,2025-10-04T21:15:09.169788
FUL41862,ORD27589,Shipped,2025-05-30T04:11:51,WH003,Dammam Logistics Hub,PICK7861,Andrea White,PACK5841,Richard Stewart,Ground Transport,TRK-22056070,FedEx,2025-10-07T06:24:00,,"Question film might which attack these. Pretty artist better whose yet a man.
Happy kid machine eye cultural. Man entire back mission.",True,False,False,2025-10-04T21:15:09.170431
FUL40030,ORD73207,Delivered,2025-05-12T13:26:07,WH001,Riyadh Central Warehouse,PICK6071,Daniel Lawrence,PACK5498,Jennifer Chavez,Refrigerated Transport,TRK-48482325,FedEx,2025-10-09T01:43:40,,Nothing many address reduce story decade. You community suffer require wall including sing. Use almost leave democratic huge even institution.,True,True,True,2025-10-04T21:15:09.171001
FUL47789,ORD40558,Delivered,2025-05-15T15:59:35,WH002,Jeddah Distribution Center,PICK1208,Yolanda Tate,PACK3244,Brenda Thomas,Refrigerated Transport,TRK-20982491,Aramex,2025-10-08T02:18:59,,"Network commercial American billion. Become investment girl try then. Economy similar TV kitchen mention.
Behind plan last determine will cell special meet. Today take series indeed town tend today.",True,False,False,2025-10-04T21:15:09.171641
FUL76801,ORD13401,Shipped,2025-05-19T06:45:22,WH002,Jeddah Distribution Center,PICK8579,Joseph Olsen,PACK6301,Kaylee Williams,Ground Transport,TRK-63143813,DHL,2025-10-09T07:47:09,,"Finally like mouth article.
Perhaps minute while lose. Enter reason on pick weight most prepare success.
Foreign feel step available your why military. Visit good police protect enjoy summer beyond.",False,True,True,2025-10-04T21:15:09.172268
FUL49154,ORD21128,Delivered,2025-04-02T08:42:19,WH003,Dammam Logistics Hub,PICK1242,Jennifer Hernandez,PACK5014,Lisa Jackson,Express Delivery,TRK-11729885,FedEx,2025-10-06T11:20:32,,"Position effort year sister. Continue now coach can last scientist any. Design within foreign meet.
Report appear along worry nice. Tv director guess south material.",True,True,True,2025-10-04T21:15:09.172893
FUL13271,ORD70310,Delivered,2025-02-03T01:50:00,WH005,Jazan Regional Warehouse,PICK7235,Kristen Green,PACK8303,Rebecca Patel,Express Delivery,TRK-87747693,FedEx,2025-10-09T15:59:34,,Area prepare four sport. Remain detail position specific claim meeting share.,False,False,True,2025-10-04T21:15:09.173454
FUL35137,ORD47812,Delivered,2025-02-03T05:24:06,WH004,Yanbu Storage Facility,PICK2474,Todd Rice,PACK6679,Michael Evans,Refrigerated Transport,TRK-40428425,Aramex,2025-10-10T20:07:13,,Discuss difficult should trouble nature each another improve. Sing start it citizen soon second guy. Example alone history everything painting control hundred.,True,False,True,2025-10-04T21:15:09.174044
FUL21007,ORD80392,Delivered,2025-02-17T06:34:17,WH004,Yanbu Storage Facility,PICK2605,Alexis Burgess,PACK3845,Bryan King,Ground Transport,TRK-60958125,DHL,2025-10-11T10:21:32,,"Rather coach unit rock exist direction.
Possible myself prevent among our series. After security it produce democratic successful. When away agent artist.",True,False,True,2025-10-04T21:15:09.174646
FUL68947,ORD41310,Delivered,2025-04-23T10:01:19,WH002,Jeddah Distribution Center,PICK8166,Rebecca Carson MD,PACK3505,Jennifer Jefferson,Bulk Transport,TRK-22973359,Aldrees Logistics,2025-10-10T01:31:19,,"Check travel free long out world. Through international behind approach interest task.
Can suggest special religious meet may. Over reason always everybody. Current operation time.",True,True,True,2025-10-04T21:15:09.175294
FUL79153,ORD87286,Packed,2025-05-12T12:46:11,WH002,Jeddah Distribution Center,PICK3564,Annette Byrd,PACK5394,Jill Howard,Express Delivery,TRK-42719058,Aramex,2025-10-06T08:12:22,,"Week beat course you. Knowledge by site cell sure page.
Argue table toward expect first have mention. Culture production foreign employee surface. Begin care wonder body American crime painting team.",False,False,False,2025-10-04T21:15:09.175913
FUL93662,ORD33263,Delivered,2025-05-06T16:45:35,WH003,Dammam Logistics Hub,PICK9811,Brenda Thomas,PACK4069,Jessica Casey,Express Delivery,TRK-00138120,Aldrees Logistics,2025-10-08T04:27:42,,"Responsibility director drive skin director. Describe could imagine put prove space.
Room theory window party.",True,False,False,2025-10-04T21:15:09.176499
FUL64163,ORD75631,Delivered,2025-04-17T13:09:55,WH005,Jazan Regional Warehouse,PICK3734,Andrew Hamilton,PACK4741,Matthew Hill,Express Delivery,TRK-82052055,FedEx,2025-10-09T00:42:24,,"Establish oil concern recognize second.
Article show remember cost. Outside evening design speak level easy.",False,True,True,2025-10-04T21:15:09.177077
FUL88910,ORD87720,Shipped,2025-02-08T11:27:38,WH005,Jazan Regional Warehouse,PICK3216,Rebecca Vargas,PACK2750,Karen Gates,Ground Transport,TRK-37635929,Aramex,2025-10-08T03:46:21,,"Call grow other be natural. Teacher foot news.
Run fish would feel analysis spend very will. Party yet personal relationship.",True,True,True,2025-10-04T21:15:09.177676
FUL48770,ORD20906,Packed,2025-04-05T05:00:13,WH003,Dammam Logistics Hub,PICK3148,Jamie Kramer,PACK4330,Tiffany Williamson,Ground Transport,TRK-29811492,FedEx,2025-10-10T01:04:38,,Quality evening reveal this PM. Student blood suffer hit defense such plant. Act occur result consider difference soon network.,True,False,False,2025-10-04T21:15:09.178235
FUL54404,ORD64865,Delivered,2025-04-25T14:57:04,WH003,Dammam Logistics Hub,PICK3232,Rickey Hoffman MD,PACK3220,Joshua Torres,Bulk Transport,TRK-81840010,Aldrees Logistics,2025-10-07T23:54:50,,Stay while nice major nothing mission. Control although agent imagine majority say education. Idea yourself factor couple include.,True,True,False,2025-10-04T21:15:09.178824
FUL55298,ORD82687,Picked,2025-04-26T13:40:45,WH003,Dammam Logistics Hub,PICK6119,Mr. Michael Coleman Jr.,PACK8297,Katherine Koch,Bulk Transport,TRK-93655556,Saudi Post,2025-10-08T10:21:30,,Become hand space seat. Account responsibility rise organization less power side. Thing available until successful practice force process.,True,False,True,2025-10-04T21:15:09.179423
FUL75410,ORD68127,Delivered,2025-06-17T13:42:33,WH005,Jazan Regional Warehouse,PICK6902,Whitney Thompson,PACK3341,Oscar Burgess,Refrigerated Transport,TRK-52621892,FedEx,2025-10-10T10:16:20,,"Building kind pick environmental. Phone push floor majority computer really.
Up law three rich red huge. Draw candidate type treat painting character. East student road look. Society until kid wind.",True,True,False,2025-10-04T21:15:09.180041
FUL39318,ORD74467,Packed,2025-02-04T13:19:04,WH002,Jeddah Distribution Center,PICK6886,David Dennis,PACK6773,Amy Garrett,Bulk Transport,TRK-37154150,DHL,2025-10-06T05:52:52,,"But idea score particularly week those eat. Specific view administration idea let clear. Order office choice forget pass.
Specific so whose officer. Whom fight within happy sell see.",True,True,True,2025-10-04T21:15:09.181866
