supplier_id,supplier_name,contact_person,phone,email,address,city,country,supplier_type,credit_rating,payment_terms,lead_time_days,quality_rating,on_time_delivery_rate,total_orders,total_value_sar,certifications,created_at
SUP2386,Consulting Services,Amy Hines,720.771.5436x9591,michael79@example.org,"2180 Paul Station Apt. 057
Lake Allen, TN 55999",Dammam,UAE,Service Provider,C,Net 30,22,4.8,0.882,135,4987922.21,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.457967
SUP7133,Technology Equipment,Victor Ford,(285)239-1517x6441,ddillon@example.net,"8662 Barrera Station Suite 939
Port Barbara, TX 56945",Doha,Qatar,Equipment Supplier,A,Net 15,21,4.9,0.959,951,6359938.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.458588
SUP6248,MAN Parts,Dustin Young,7354284258,amandajackson@example.com,"245 James Spur
Parkerburgh, NC 72424",Jeddah,Bahrain,Parts Supplier,B,Net 15,15,4.3,0.895,295,1280397.98,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.459286
SUP6233,Technology Equipment,Leslie Williams,(724)568-3475x679,fordmargaret@example.com,"731 Joshua Bypass
New Andrewton, DE 99620",Riyadh,Bahrain,Equipment Supplier,A,Net 15,6,4.1,0.976,397,1665308.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.459929
SUP8021,Mercedes Parts,Joe Fritz,3693127463,antonio51@example.net,"Unit 6315 Box 6342
DPO AE 08540",Dammam,Saudi Arabia,Parts Supplier,C,Net 15,28,3.7,0.895,310,2625538.6,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.460295
SUP3724,Consulting Services,Johnny Hood,+1-785-351-2084x46764,langpaula@example.com,"531 Ross Wall
New Michael, CA 67025",Kuwait,UAE,Service Provider,B,COD,16,3.8,0.938,270,2085532.71,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.460968
SUP3307,Maintenance Services,Marie Johnson,+1-678-524-8185x0853,liurhonda@example.net,"097 Peggy Throughway
South Juliabury, MP 54885",Doha,Bahrain,Service Provider,A,Net 15,9,4.3,0.871,125,2810445.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.461615
SUP2289,Heavy Equipment,Andrew Jones,001-908-271-9860x0303,adamsmarie@example.org,"07201 Kaitlyn Vista
Lake Susanfort, TN 42265",Doha,Saudi Arabia,Equipment Supplier,A,COD,13,4.7,0.959,917,5764542.03,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.462265
SUP2145,Volvo Parts,Gloria Martinez,8315646205,wkelly@example.com,"09167 Long Villages Apt. 830
Port Stephanieburgh, IA 78621",Doha,Saudi Arabia,Parts Supplier,B,COD,18,3.7,0.94,159,8149642.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.462896
SUP5634,Volvo Parts,Anna Snyder,+1-675-812-5942x3817,ojohnson@example.net,"108 Pena Stravenue Apt. 988
Williambury, AZ 23125",Dubai,Bahrain,Parts Supplier,C,COD,12,3.7,0.927,742,2417702.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.464587
SUP7860,Warehousing,Stacey Stephens,(373)710-4214x4331,annanguyen@example.org,"038 Goodman Roads Suite 745
East Heatherside, MH 15559",Dammam,Kuwait,Logistics Partner,B,Net 15,18,3.7,0.875,659,7457966.58,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.465830
SUP2005,Maintenance Services,Katrina Washington,+1-299-780-0333x22476,dustin58@example.org,"7509 Sally Isle Apt. 468
Phillipville, AL 99938",Doha,Qatar,Service Provider,B+,Net 30,24,4.2,0.913,256,594831.8,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.466436
SUP3229,Aramco,Gregory Pope,923-302-6713x685,lmcknight@example.net,"9973 Chapman Corners
Ericchester, WA 99401",Riyadh,Saudi Arabia,Fuel Supplier,A+,COD,8,4.4,0.875,225,930794.21,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.467055
SUP3802,Chevron,Brett Henry,282-411-2734x498,karengregory@example.org,"37061 Robin Fall Suite 531
Port Jennifer, CO 77419",Riyadh,Bahrain,Fuel Supplier,A,Net 15,5,4.4,0.952,193,5504744.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.467720
SUP8600,Safety Equipment,Sharon Edwards,+1-918-669-2507,danielle85@example.net,"4008 Mariah Branch Suite 676
East Carolineberg, UT 15444",Kuwait,UAE,Equipment Supplier,B,COD,25,4.4,0.964,701,6600950.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.468288
SUP8453,Iveco Parts,Kevin Rogers,(402)565-2423x388,careyalex@example.net,"330 Mary Knolls
South Robert, WV 25336",Dammam,Kuwait,Parts Supplier,B,Net 30,3,4.3,0.89,247,8188586.16,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.468929
SUP8738,Volvo Parts,Wesley Alexander,(624)250-1296,wilsondavid@example.com,"5278 Teresa Brooks Apt. 393
North Kathryn, PW 34695",Jeddah,Saudi Arabia,Parts Supplier,C,Net 30,3,3.8,0.954,361,575091.46,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.469581
SUP3937,Distribution,Eric Smith,925-538-8836x41073,chelseahenderson@example.org,"982 Moore Camp Suite 367
Timothyland, MH 38478",Dammam,Kuwait,Logistics Partner,A,Prepaid,25,4.7,0.887,295,7133837.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.470279
SUP8381,Heavy Equipment,Margaret Gilbert,374-992-5435,jacobshepard@example.net,"PSC 0937, Box 1251
APO AE 63727",Dubai,Bahrain,Equipment Supplier,B+,Net 30,24,4.9,0.878,578,7538639.62,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.470742
SUP8562,BP,Gabriel Frost,405.701.1190,marioweaver@example.com,"739 Nicole Fork
New Sharonmouth, AR 84615",Riyadh,Saudi Arabia,Fuel Supplier,A+,Net 30,7,4.2,0.93,511,5380147.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.471384
SUP9680,Total,Jody Braun,354-896-0661,garciadavid@example.com,"80456 Ryan Summit Suite 402
Lake Joelburgh, RI 40336",Riyadh,Qatar,Fuel Supplier,C,Net 30,10,4.0,0.952,817,2167859.95,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.472230
SUP3610,Maintenance Services,Nathan Hill,206.979.0098,brockemily@example.org,"104 Hall Row
Hartshire, VA 52055",Dubai,Qatar,Service Provider,B+,COD,1,3.5,0.908,75,9990556.89,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.472941
SUP5336,Aramco,Debra Gordon,908.718.4915,irichardson@example.com,"45605 Richards Parks
Cunninghamview, GA 95704",Dubai,Kuwait,Fuel Supplier,B,Prepaid,2,4.0,0.946,783,7452639.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.473577
SUP4180,Shell,John Oneal,351-693-7628x9540,gjohnson@example.net,"95838 Hayes Rue
Port Patrickchester, DE 10963",Riyadh,Qatar,Fuel Supplier,B+,COD,13,4.1,0.903,858,7697764.91,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.474195
SUP5977,Total,Sarah Pineda,203.832.2206,rogerslaura@example.org,"148 Alexander Inlet
East Joseph, MA 18629",Kuwait,Qatar,Fuel Supplier,A+,Net 30,1,4.1,0.963,405,7590474.8,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.474863
SUP7218,Logistics Services,Ashley Collins,(891)216-5029x1834,cweaver@example.org,"USNS Henson
FPO AE 80297",Riyadh,Bahrain,Service Provider,B+,COD,10,3.8,0.909,428,2393085.83,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.475352
SUP1663,Heavy Equipment,Heidi Mcclain MD,898-607-8374x76261,nathan79@example.org,"40047 Baldwin Radial
South Aaronfort, CT 66735",Kuwait,Saudi Arabia,Equipment Supplier,A+,Prepaid,17,3.9,0.898,307,5386837.3,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.475951
SUP7250,Aramco,Jessica Brennan,810-767-1014x16399,jeffrey89@example.net,"7660 Taylor Rest
Nicholsfurt, PR 91116",Jeddah,Kuwait,Fuel Supplier,C,COD,16,3.8,0.892,948,8015136.76,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.476557
SUP3605,Heavy Equipment,Nicole Carpenter,(357)585-6339x853,justinellison@example.org,"4109 Matthew Mission Apt. 915
Wilkinstown, ID 44824",Dammam,Saudi Arabia,Equipment Supplier,A+,Net 30,1,4.0,0.867,236,5611258.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.477244
SUP4140,Iveco Parts,Jon Mendoza,369-484-0337x71698,roberthawkins@example.net,"1680 Michelle Pike Suite 851
South Christopher, NY 11795",Riyadh,Saudi Arabia,Parts Supplier,B+,Net 15,2,3.6,0.976,503,106459.09,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.477908
SUP2310,Technology Equipment,Sherri Gonzalez,+1-966-899-9317x84370,riosbrian@example.com,"295 Travis Land Suite 376
Georgemouth, VT 60500",Riyadh,UAE,Equipment Supplier,C,Net 30,16,3.5,0.94,740,4040250.98,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.478566
SUP9218,Warehousing,Mary Walker,001-718-583-0354x543,elutz@example.org,"8833 Buckley Trafficway
East Sandra, AL 84695",Jeddah,Saudi Arabia,Logistics Partner,C,Net 15,18,3.9,0.929,292,9723956.4,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.479167
SUP3315,Transportation,Andrew Turner,+1-748-517-7692x791,shanereed@example.org,"0796 Wu Brooks
South Amanda, ND 20403",Kuwait,Saudi Arabia,Logistics Partner,B+,Prepaid,16,3.6,0.913,763,8933661.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.479841
SUP5643,Maintenance Services,Vanessa Cortez,9264294294,boltonjamie@example.org,"055 Angela Dale Suite 243
Brittanyshire, ND 53618",Riyadh,UAE,Service Provider,C,Prepaid,30,4.5,0.883,307,2209854.78,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.481391
SUP7729,Volvo Parts,Dr. Jackie Lopez DDS,770.762.0860x41664,kristen41@example.com,"PSC 9664, Box 5761
APO AA 16418",Doha,Kuwait,Parts Supplier,B+,Net 15,8,4.8,0.895,334,5290393.2,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.482349
SUP6761,Maintenance Services,Jennifer Valdez,+1-608-753-3669x5572,woodsmallory@example.org,"7813 White Mountain Apt. 841
Emilyborough, AZ 97684",Jeddah,Saudi Arabia,Service Provider,A,Net 30,1,4.4,0.882,222,9929078.62,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.483344
SUP7766,Logistics Services,Karen Maynard,+1-705-318-3414x08706,eguerrero@example.com,"1573 Harper Ford Suite 335
New Jose, WA 84748",Kuwait,Saudi Arabia,Service Provider,C,COD,4,4.0,0.95,584,5778999.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.484062
SUP2005,Chevron,Olivia Bauer,001-322-598-0658,klee@example.org,"6979 Megan Camp Apt. 587
East Kevin, OH 24369",Dubai,Bahrain,Fuel Supplier,A+,Net 15,21,4.1,0.854,544,7591533.69,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.484677
SUP1463,Maintenance Services,Catherine Lambert,+1-248-688-9920,william64@example.org,"607 Torres Point Apt. 560
New Garrett, MA 70142",Doha,Kuwait,Service Provider,B+,Net 15,2,3.9,0.977,807,8140686.44,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.485276
SUP7442,Warehousing,Vincent Hernandez,001-676-696-9758,ashleypugh@example.net,"05945 Wendy Plains Apt. 298
Barbermouth, WA 61328",Jeddah,UAE,Logistics Partner,A+,Net 15,15,4.2,0.973,272,2000796.47,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.485981
SUP1966,Technology Equipment,Edward Duran,4095604536,ufrancis@example.org,"7867 Kelly Harbor
Lake Dustinville, IA 64528",Riyadh,UAE,Equipment Supplier,B+,Prepaid,6,4.8,0.928,881,8572206.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.486777
SUP2527,MAN Parts,Michael Delgado,233.916.1011x9253,ruth04@example.net,"600 Connor Spurs
Williambury, AZ 07580",Kuwait,UAE,Parts Supplier,A,COD,16,4.2,0.944,576,1581874.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.487509
SUP6382,Distribution,Kayla Rice,+1-861-249-8418x645,juliespencer@example.com,"0681 Delacruz Centers
Bentleyview, TX 39862",Doha,UAE,Logistics Partner,B,Net 15,14,3.7,0.887,614,4929659.37,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.488414
SUP6480,Warehousing,Stefanie Jones,001-614-833-3945x57288,robert68@example.com,"7571 Deborah Vista Apt. 108
Jamesmouth, NY 01469",Dammam,UAE,Logistics Partner,A,Net 15,21,3.6,0.893,978,807697.78,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.489149
SUP1733,Consulting Services,Holly Peterson,+1-686-648-0392x537,brendagonzalez@example.com,"9628 Mark Crossroad
Henrybury, UT 39017",Doha,Saudi Arabia,Service Provider,A,Prepaid,18,4.2,0.878,558,7985841.06,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.489975
SUP6444,Iveco Parts,Angela Peterson,(608)442-6405,canderson@example.com,"88901 Cassandra Inlet Apt. 463
Maystad, UT 45759",Kuwait,Qatar,Parts Supplier,B,Net 15,16,5.0,0.926,646,3771282.97,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.490723
SUP1824,Mercedes Parts,Ellen Cantrell,001-477-877-1201x20581,jesse19@example.net,"642 Farrell Landing Suite 442
Garciafort, MP 05234",Jeddah,Saudi Arabia,Parts Supplier,A,Prepaid,30,4.1,0.968,126,1112164.54,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.491402
SUP9282,Aramco,Carol Jones,+1-575-971-5864x00354,brian24@example.org,"27828 Grant Lane Apt. 733
Stacyland, WY 67709",Riyadh,UAE,Fuel Supplier,A,Net 15,19,4.4,0.912,185,7163621.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.492223
SUP7932,Shell,Connor Mitchell,840-828-7008,tinaoconnor@example.net,"8103 Jacob Station
Port Amy, VA 10793",Dammam,Saudi Arabia,Fuel Supplier,B,Net 30,18,3.9,0.889,735,425754.29,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.492941
SUP7054,Safety Equipment,Travis Burns,902.975.6423,bwilliams@example.org,"989 Regina Village Suite 444
Boonehaven, DC 57973",Jeddah,Qatar,Equipment Supplier,C,COD,13,4.4,0.864,28,8060030.9,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.493591
SUP8392,MAN Parts,Lisa Madden,(904)210-0218x55988,kaylawhite@example.net,"5250 Mitchell Centers
Gibsonton, AZ 61844",Riyadh,Saudi Arabia,Parts Supplier,B,Net 15,29,4.2,0.905,172,9235175.64,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.494330
SUP3946,Chevron,Amber Beard,+1-509-635-6685x7587,mccoyjackson@example.net,"1282 Julie Field
Thomasmouth, AL 28382",Kuwait,Qatar,Fuel Supplier,C,Net 15,11,3.9,0.923,539,4578381.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.494976
SUP5506,Consulting Services,Jennifer Cummings,001-706-399-2453x25573,oliviagonzales@example.org,"8706 Barnes Curve
East Jamesville, VT 49296",Dubai,Saudi Arabia,Service Provider,B,COD,5,4.7,0.853,826,9747184.64,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.495662
SUP8083,Heavy Equipment,Brandon Mejia,867.377.6238x494,taylorkathleen@example.net,"PSC 8538, Box 2486
APO AA 94016",Kuwait,Saudi Arabia,Equipment Supplier,A,Prepaid,30,3.6,0.895,103,7415153.51,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.496140
SUP7486,Distribution,Kenneth Blankenship,3709977430,wolfestephen@example.net,"44927 Pena Course Suite 705
Jacksonberg, MS 67349",Kuwait,Saudi Arabia,Logistics Partner,A+,COD,20,4.5,0.912,417,5592004.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.498344
SUP5030,BP,Pamela Wilson,987.706.3990x9136,benjaminmitchell@example.net,"47735 Adam Freeway Apt. 145
Maryland, WI 07177",Dammam,Qatar,Fuel Supplier,A+,COD,2,3.6,0.968,191,1440070.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.499334
SUP5088,Consulting Services,Emily Mcdaniel,987-620-2248x67484,davidanderson@example.net,"Unit 1120 Box 2709
DPO AP 77396",Dubai,Bahrain,Service Provider,B,Net 30,30,4.3,0.874,305,1219275.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.499844
SUP7852,Logistics Services,Laura Lopez,439.731.4605,crobinson@example.org,"107 Kathleen Via Suite 032
New Diana, AL 80375",Dubai,Saudi Arabia,Service Provider,A+,Net 30,24,4.3,0.972,184,5907446.0,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.500455
SUP2917,Chevron,Casey Gonzalez,001-998-498-1366x336,zriggs@example.org,"77267 Molly Prairie Suite 306
Tinatown, WY 53837",Jeddah,Bahrain,Fuel Supplier,B,Net 30,28,3.9,0.966,221,5536992.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.501049
SUP9239,MAN Parts,Dana Welch,(605)614-3941x0111,melissa07@example.org,"560 Amy Lane
Brooksberg, RI 49613",Doha,Qatar,Parts Supplier,B,COD,23,3.7,0.914,623,8257828.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.501629
SUP5418,Volvo Parts,Alice Nelson,+1-995-585-8516,freemanrussell@example.com,"1416 Bradley Extensions
Bridgetville, FL 18467",Doha,Bahrain,Parts Supplier,C,Prepaid,30,3.8,0.866,111,1497809.4,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.502304
SUP9208,Safety Equipment,Robert Carpenter,(272)268-7037x3035,cherylgarcia@example.org,"09303 Moore Ridge Suite 753
New Katherine, OK 10071",Kuwait,Bahrain,Equipment Supplier,C,Prepaid,2,3.9,0.906,248,4716470.28,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.503145
SUP4402,Distribution,Wanda Rojas,(397)920-8562x4450,christopher24@example.net,"45066 Johnson Throughway
South Scott, DE 44358",Kuwait,Kuwait,Logistics Partner,C,Net 15,21,4.8,0.894,258,4505371.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.503737
SUP5491,Warehousing,Joshua Brewer,+1-618-767-5081x30301,barbara35@example.com,"98302 Raven Passage Suite 146
Markmouth, FM 11919",Dammam,Qatar,Logistics Partner,A+,COD,8,4.5,0.85,490,4278911.22,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.504309
SUP1529,Technology Equipment,Stephen Perry,001-539-426-0579,tmartinez@example.net,"183 Wood Trail Suite 215
Port Edgar, KY 86094",Dubai,UAE,Equipment Supplier,B+,COD,26,3.8,0.919,50,5974442.72,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.504931
