maintenance_id,vehicle_id,maintenance_date,maintenance_type,technician_id,technician_name,depot_location,cost_sar,duration_hours,parts_replaced,mileage_at_service,next_service_due,warranty_expiry,service_notes,quality_rating,maintenance_categories,tools_used,safety_checks,environmental_impact,created_at
MNT21997,ALD8481,2025-04-01T02:45:52,Annual Service,TECH4225,Michelle Humphrey,Jazan Depot,424.74,3.73,['Battery'],414613,2025-06-29T02:45:52,2025-07-14T02:45:52,Certain find prove over. Strategy every like culture front. Next house science million writer teach center magazine.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 12.965779002833122, 'hazardous_waste_kg': 1.447549607403411, 'co2_emissions_kg': 101.9036949069549}",2025-10-04T23:49:53.669532
MNT13714,ALD4546,2025-06-15T17:02:34,Electrical Check,TECH3992,Jacob Kim DVM,Riyadh Depot,1445.34,3.1,"['Tires', 'Oil Filter']",254234,2025-07-31T17:02:34,2026-03-22T17:02:34,"Clear exist office be. Class other star analysis first.
Activity near against message form challenge. Course end make consider stuff conference this.",3.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 17.851352117577605, 'hazardous_waste_kg': 9.663488054283727, 'co2_emissions_kg': 92.51996639412518}",2025-10-04T23:49:53.671424
MNT66471,ALD1875,2025-01-28T05:50:18,Safety Inspection,TECH3952,Joseph Thomas,Jeddah Depot,1872.47,2.7,"['Fuel Filter', 'Timing Belt', 'Tires']",104810,2025-04-11T05:50:18,2025-05-08T05:50:18,Routine maintenance completed successfully,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 10.094729942914917, 'hazardous_waste_kg': 7.393031775217057, 'co2_emissions_kg': 131.57287981791472}",2025-10-04T23:49:53.673957
MNT27332,ALD4176,2025-06-29T10:59:35,Routine Service,TECH8447,Mr. William Powell MD,Yanbu Depot,477.0,1.94,['Coolant'],110560,2025-11-02T10:59:35,2025-11-29T10:59:35,Moment drug interview word end. Sound relationship decision ball clear growth who. Plant arm many politics. Leave kitchen color behavior.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 19.28583007188414, 'hazardous_waste_kg': 3.3795724592817478, 'co2_emissions_kg': 198.0389464173752}",2025-10-04T23:49:53.677958
MNT32313,ALD3430,2025-03-02T13:36:48,Oil Change,TECH6890,David Porter,Dammam Depot,494.76,1.7,"['Engine Oil', 'Oil Filter']",400923,2025-08-22T13:36:48,2025-07-04T13:36:48,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 18.153154675293127, 'hazardous_waste_kg': 9.254345437273274, 'co2_emissions_kg': 50.624153883149816}",2025-10-04T23:49:53.678671
MNT60320,ALD9660,2025-01-30T13:09:20,Transmission Service,TECH1109,Patricia Young,Jeddah Depot,1620.61,1.15,"['Spark Plugs', 'Battery', 'Tires']",123031,2025-07-22T13:09:20,2025-09-19T13:09:20,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 9.46108085478621, 'hazardous_waste_kg': 6.653109143077686, 'co2_emissions_kg': 72.83462680667756}",2025-10-04T23:49:53.680028
MNT17801,ALD7233,2025-04-17T23:54:17,Preventive Maintenance,TECH1049,Kristen Olson,Dammam Depot,1125.7,5.32,"['Fuel Pump', 'Brake Pads', 'Oil Filter']",497952,2025-06-22T23:54:17,2025-10-16T23:54:17,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 7.368307929486703, 'hazardous_waste_kg': 4.806940051906999, 'co2_emissions_kg': 53.00007413474661}",2025-10-04T23:49:53.681729
MNT31901,ALD6115,2025-01-09T14:49:34,Transmission Service,TECH8787,Samantha Martin,Yanbu Depot,1060.71,5.0,"['Alternator', 'Brake Pads']",56999,2025-03-16T14:49:34,2025-08-31T14:49:34,Routine maintenance completed successfully,3.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 16.30191822046335, 'hazardous_waste_kg': 4.63390288138853, 'co2_emissions_kg': 81.15199368689474}",2025-10-04T23:49:53.682857
MNT31695,ALD4285,2025-05-17T23:11:20,Electrical Check,TECH6554,Jeffrey Edwards,Yanbu Depot,1600.42,2.12,['Air Filter'],463117,2025-10-07T23:11:20,2025-09-25T23:11:20,"World everyone fall throw speech toward thus. Condition write agency nor job either pay.
Answer agency investment.",3.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.0943461908863, 'hazardous_waste_kg': 3.5697743314882735, 'co2_emissions_kg': 130.74336825452448}",2025-10-04T23:49:53.687052
MNT13197,ALD2135,2025-03-12T20:12:50,Electrical Check,TECH9516,Mrs. Kayla Chavez,Dammam Depot,1163.64,2.25,['Timing Belt'],381194,2025-08-29T20:12:50,2026-01-06T20:12:50,Challenge education yourself real. Short meeting short contain wrong attack area.,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 18.213985045311347, 'hazardous_waste_kg': 4.324022764480614, 'co2_emissions_kg': 185.7998402261283}",2025-10-04T23:49:53.689193
MNT70143,ALD8259,2025-05-11T19:58:42,Preventive Maintenance,TECH7662,Maria Murray,Jazan Depot,823.54,1.91,['Tires'],60787,2025-10-22T19:58:42,2026-05-01T19:58:42,Understand wrong exist fund summer recognize. Here miss certainly indeed.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 9.05745489627125, 'hazardous_waste_kg': 4.7234864701617045, 'co2_emissions_kg': 162.44515642364388}",2025-10-04T23:49:53.691032
MNT92589,ALD6057,2025-01-31T09:28:01,Safety Inspection,TECH7355,Michael Spence,Dammam Depot,1731.56,2.55,"['Air Filter', 'Coolant', 'Fuel Pump']",164714,2025-04-15T09:28:01,2025-06-08T09:28:01,Routine maintenance completed successfully,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 6.587762807963175, 'hazardous_waste_kg': 5.10828810291674, 'co2_emissions_kg': 147.39450886796376}",2025-10-04T23:49:53.692024
MNT71676,ALD1812,2025-06-29T11:01:20,Annual Service,TECH2563,Jose Frey,Haditha Depot,792.2,3.25,"['Coolant', 'Tires']",353651,2025-08-30T11:01:20,2026-06-15T11:01:20,Nearly might decision give politics cold. Hear yeah factor appear agree focus side. View firm there situation couple true.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 13.790980115458366, 'hazardous_waste_kg': 9.880571070974288, 'co2_emissions_kg': 147.626176695511}",2025-10-04T23:49:53.701291
MNT97555,ALD1164,2025-04-07T13:39:34,Transmission Service,TECH9669,Amanda Roberts,Haditha Depot,1153.67,2.4,"['Timing Belt', 'Battery']",301185,2025-08-15T13:39:34,2026-01-30T13:39:34,Probably still region rule. Surface best body style bar possible early. Music space wait participant daughter.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 18.388977650573892, 'hazardous_waste_kg': 7.625201390481749, 'co2_emissions_kg': 194.65422998396568}",2025-10-04T23:49:53.704937
MNT73210,ALD5920,2025-01-16T18:30:36,Safety Inspection,TECH4799,Amy Campbell,Riyadh Depot,1194.66,1.97,"['Fuel Filter', 'Transmission Fluid']",262613,2025-05-26T18:30:36,2025-09-02T18:30:36,Knowledge floor other order military performance doctor price. Affect nation summer eight. South black eight.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 9.092093564321443, 'hazardous_waste_kg': 9.755147156919072, 'co2_emissions_kg': 158.87729709882007}",2025-10-04T23:49:53.706870
MNT68623,ALD8201,2025-02-27T09:50:41,Engine Repair,TECH4849,Roger Rivera,Haditha Depot,927.8,4.71,"['Timing Belt', 'Transmission Fluid', 'Coolant', 'Fuel Pump', 'Starter Motor']",386680,2025-05-29T09:50:41,2025-08-12T09:50:41,"Yourself with general future station actually. Son peace they drug law.
Action laugh happen back science suffer hundred.",3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 13.587155921712828, 'hazardous_waste_kg': 3.4448109194724212, 'co2_emissions_kg': 129.98494426373435}",2025-10-04T23:49:53.708612
MNT59220,ALD2765,2025-06-27T17:44:45,Routine Service,TECH9260,Suzanne Dudley,Riyadh Depot,590.74,0.82,"['Spark Plugs', 'Oil Filter']",72455,2025-08-25T17:44:45,2026-06-10T17:44:45,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 12.564435604877346, 'hazardous_waste_kg': 4.5473955398126975, 'co2_emissions_kg': 80.77351600455705}",2025-10-04T23:49:53.713748
MNT70327,ALD5227,2025-03-09T04:05:20,Safety Inspection,TECH7146,Jane Mullins,Yanbu Depot,812.04,1.75,['Spark Plugs'],106180,2025-08-08T04:05:20,2026-01-24T04:05:20,Various big other view arrive either. Message plan role notice relate throughout soon.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 9.345599200507415, 'hazardous_waste_kg': 2.278780394596315, 'co2_emissions_kg': 170.51825974559944}",2025-10-04T23:49:53.715441
MNT61445,ALD2956,2025-05-18T00:41:11,Brake Inspection,TECH4426,Alexis Horton,Jeddah Depot,861.62,1.25,"['Brake Pads', 'Brake Discs']",395819,2025-08-09T00:41:11,2025-09-01T00:41:11,"Difficult imagine consumer oil kind. Scene anything generation point everybody.
May hold find month charge idea.",4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 5.790025423241979, 'hazardous_waste_kg': 6.886881663070968, 'co2_emissions_kg': 193.79153504915146}",2025-10-04T23:49:53.717341
MNT62980,ALD3653,2025-04-28T19:24:19,Safety Inspection,TECH1141,Michele Lozano,Riyadh Depot,546.69,3.9,"['Oil Filter', 'Alternator']",341103,2025-07-19T19:24:19,2025-12-19T19:24:19,Routine maintenance completed successfully,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 5.176509741809619, 'hazardous_waste_kg': 4.831648157594872, 'co2_emissions_kg': 70.23619916738967}",2025-10-04T23:49:53.719446
MNT61425,ALD1856,2025-03-25T19:22:50,Tire Replacement,TECH3481,John Smith,Jeddah Depot,1659.59,3.37,['Tires'],422782,2025-05-12T19:22:50,2025-10-29T19:22:50,"Can provide free chair who response air.
From early market prove generation. From find evening why kind. Claim will power remain painting entire.",3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 13.644132533999091, 'hazardous_waste_kg': 5.041547876933908, 'co2_emissions_kg': 113.62436659114488}",2025-10-04T23:49:53.723155
MNT59587,ALD1760,2025-04-19T15:59:26,Electrical Check,TECH3696,Philip Williams,Haditha Depot,635.88,1.86,"['Air Filter', 'Alternator']",329495,2025-05-19T15:59:26,2025-08-19T15:59:26,Routine maintenance completed successfully,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 16.528176164411718, 'hazardous_waste_kg': 9.191443942893965, 'co2_emissions_kg': 128.27476313098407}",2025-10-04T23:49:53.725034
MNT40704,ALD7558,2025-06-18T09:39:47,Preventive Maintenance,TECH9474,Cathy Atkinson,Dammam Depot,1556.67,3.45,['Air Filter'],187857,2025-07-19T09:39:47,2026-04-19T09:39:47,Get what talk five player save. Study until edge student. Continue reflect finally else treatment. Who enter make leave.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 12.594647145483801, 'hazardous_waste_kg': 3.5419609858141534, 'co2_emissions_kg': 123.41346066142435}",2025-10-04T23:49:53.731622
MNT34523,ALD2215,2025-01-26T00:39:09,Engine Repair,TECH4449,Michael Henderson,Dammam Depot,1011.27,3.44,"['Fuel Filter', 'Timing Belt', 'Alternator']",436785,2025-03-17T00:39:09,2025-08-20T00:39:09,Routine maintenance completed successfully,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 5.1971815194253725, 'hazardous_waste_kg': 8.709278515593684, 'co2_emissions_kg': 149.67845008439}",2025-10-04T23:49:53.735550
MNT31252,ALD3320,2025-06-15T23:07:31,Oil Change,TECH6339,Paul Edwards,Dammam Depot,390.75,2.81,"['Engine Oil', 'Oil Filter']",159936,2025-10-20T23:07:31,2025-11-15T23:07:31,Routine maintenance completed successfully,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 9.541828006886554, 'hazardous_waste_kg': 1.4749244398176373, 'co2_emissions_kg': 190.72836606557348}",2025-10-04T23:49:53.739630
MNT83568,ALD2765,2025-06-10T20:06:42,Emergency Repair,TECH5043,Randy Thompson,Jazan Depot,3585.91,5.49,"['Tires', 'Engine Oil', 'Fuel Pump', 'Transmission Fluid', 'Timing Belt']",143534,2025-09-08T20:06:42,2025-11-26T20:06:42,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 16.05838502820855, 'hazardous_waste_kg': 1.563600810341704, 'co2_emissions_kg': 196.3123905772394}",2025-10-04T23:49:53.740999
MNT37292,ALD6410,2025-02-19T12:43:53,Routine Service,TECH9293,Amanda Thomas,Jeddah Depot,730.8,1.44,['Starter Motor'],450742,2025-05-18T12:43:53,2025-07-28T12:43:53,Routine maintenance completed successfully,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 5.136421719919757, 'hazardous_waste_kg': 2.863591376218867, 'co2_emissions_kg': 123.17234846959975}",2025-10-04T23:49:53.747315
MNT33700,ALD4235,2025-01-05T11:26:03,Emergency Repair,TECH3476,Tyler Ramirez,Jeddah Depot,1868.07,7.65,"['Timing Belt', 'Engine Oil']",472307,2025-04-28T11:26:03,2025-08-31T11:26:03,Rock man talk two perform ten president. Suddenly cover result month every happy.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 11.210744495953259, 'hazardous_waste_kg': 5.738424223850426, 'co2_emissions_kg': 166.40230870446265}",2025-10-04T23:49:53.748654
MNT98811,ALD9049,2025-05-02T12:01:02,Tire Replacement,TECH4998,Jamie Barber,Riyadh Depot,518.97,3.36,['Tires'],230302,2025-07-11T12:01:02,2026-03-17T12:01:02,Top rock catch TV technology. Give we decide make view suddenly generation. Analysis movie table other.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 17.398490825424208, 'hazardous_waste_kg': 7.1983149603115795, 'co2_emissions_kg': 121.10316748977728}",2025-10-04T23:49:53.750855
MNT70948,ALD7577,2025-02-22T21:56:41,Oil Change,TECH3774,Hayley Robles,Jazan Depot,500.1,2.59,"['Engine Oil', 'Oil Filter']",387645,2025-04-27T21:56:41,2025-10-07T21:56:41,"Discuss north if employee follow language enjoy tree. Modern avoid director free walk least.
During century perhaps even security explain.",3.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 14.396705320340404, 'hazardous_waste_kg': 1.244310666243933, 'co2_emissions_kg': 174.0271856854036}",2025-10-04T23:49:53.754401
